date,raw_signal,executed_position,asset_return,executed_shares,liquidity_cap_shares,capital_utilization,turnover,transaction_cost,gross_strategy_return,net_strategy_return,transaction_cost_value,gross_pnl,net_pnl,equity_curve,drawdown
2023-10-17,1,1.0,-0.020866773675762618,8000,56600,0.9968,1.9728,0.004921599999999999,-0.020800000000000176,-0.025721600000000178,492159.99999999994,-2080000.0000000177,-2572160.0000000177,0.9742783999999998,-0.025721600000000233
2023-10-18,1,1.0,-0.03442622950819674,7900,57600,0.989244963246645,1.9444339523487335,0.004844056893799555,-0.03405597414455665,-0.0389000310383562,471946.0,-3318000.0000000014,-3789946.0000000014,0.9363789399999998,-0.06362106000000023
2023-10-19,1,1.0,0.06424344885883349,7800,54500,0.9854343798035442,2.0341764627897336,0.005117095008565657,0.06330770318264528,0.05819060817407963,479154.0,5928000.000000001,5448846.000000001,0.9908673999999998,-0.009132600000000157
2023-10-20,0,0.0,0.001588562351072298,0,51700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9908673999999998,-0.009132600000000157
2023-10-23,1,1.0,0.019032513877874635,7800,48700,0.9926454336876964,2.0041834053678627,0.005019904782415892,0.018892537992469968,0.013872633210054074,497406.0,1871999.9999999932,1374593.9999999932,1.0046133399999997,0.0
2023-10-24,1,1.0,-0.028749028749028738,7700,47100,0.9864392204865606,1.9445192714641837,0.0048471185939059904,-0.02835916950893763,-0.03320628810284362,486948.0,-2848999.999999999,-3335947.999999999,0.9712538599999997,-0.03320628810284365
2023-10-25,0,0.0,-0.042622950819672045,0,45900,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9712538599999997,-0.03320628810284365
2023-10-26,1,1.0,0.007569386038688064,8100,49600,0.9915945147440651,1.9906947911640736,0.004980489858748156,0.007505761675943392,0.002525271817195236,483732.00000000006,729000.0000000087,245268.00000000867,0.9737065399999999,-0.030764871189148058
2023-10-27,0,0.0,-0.04064352243861136,0,49700,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9737065399999999,-0.030764871189148058
2023-10-30,1,1.0,-0.07242582897033156,8400,49400,0.9886346249661628,1.9056665676703783,0.004728365078044972,-0.07160268226194719,-0.07633104733999216,460404.0,-6971999.999999997,-7432403.999999997,0.8993824999999999,-0.1047476036899927
2023-10-31,1,1.0,0.061855670103092786,8400,48800,0.9965504109764199,2.054743115415299,0.005167678935269477,0.06164229346245897,0.056474614527189486,464772.0,5544000.0,5079228.0,0.9501747799999999,-0.05418856970384234
2023-11-01,0,0.0,0.033766233766233666,0,48700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9501747799999999,-0.05418856970384234
2023-11-02,0,0.0,-0.020000000000000018,0,50100,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9501747799999999,-0.05418856970384234
2023-11-03,1,1.0,0.00420521446593769,7900,50900,0.9885654931822122,1.9812881162768812,0.004955298855648431,0.004157129912456666,-0.0007981689431917659,470840.0,394999.99999999313,-75840.00000000687,0.9494163799999998,-0.05494348701362051
2023-11-06,1,1.0,-0.012615643397813292,7900,51100,0.9893551657492996,1.9662289795337216,0.004909331772851865,-0.012481351964877626,-0.01739068373772949,466100.0,-1185000.0000000002,-1651100.0000000002,0.9329053799999999,-0.071378665945248
2023-11-07,1,1.0,0.06717687074829937,7900,51600,0.9958566216007887,2.0586117747546915,0.005179978702663286,0.06689853155311426,0.06171855285045097,483243.0,6241000.000000005,5757757.000000005,0.9904829499999999,-0.01406550106133353
2023-11-08,0,0.0,0.0,0,53000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9904829499999999,-0.01406550106133353
2023-11-09,1,1.0,0.007200000000000095,7900,54400,0.9969883883412632,2.0011550930785837,0.005006476890894488,0.00717831639605719,0.0021718395051627025,495883.00000000006,711000.0000000094,215117.00000000937,0.9926341199999998,-0.011924209567035882
2023-11-10,1,1.0,0.013545816733067761,7800,55200,0.986163965429679,1.9856863272038239,0.004970895016181792,0.013358396344465805,0.008387501328284011,493428.0,1326000.0000000033,832572.0000000033,1.0009598399999997,-0.0036367225623342714
2023-11-13,1,1.0,-0.006976744186046546,7700,55200,0.9923475051706369,1.9777716556540368,0.004940967461791473,-0.006923354687237036,-0.01186432214902851,494571.0,-693000.0000000035,-1187571.0000000035,0.9890841299999996,-0.015457897463316606
2023-11-14,0,0.0,-0.023592085235920934,0,56200,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9890841299999996,-0.015457897463316606
2023-11-15,0,0.0,0.007025761124121788,0,55000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890841299999996,-0.015457897463316606
2023-11-16,0,0.0,-0.03400309119010814,0,55100,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9890841299999996,-0.015457897463316606
2023-11-17,0,0.0,0.04493464052287566,0,55200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890841299999996,-0.015457897463316606
2023-11-20,1,1.0,-0.00695517774343124,7600,56000,0.9942935794551672,1.981671670336071,0.004950721431553046,-0.00691548857426316,-0.011866210005816205,489668.0,-684000.0000000019,-1173668.0000000019,0.9773474499999996,-0.027140680811584827
2023-11-21,1,1.0,0.02883865939204977,7600,56000,0.9976799959932364,2.0241317455731833,0.0050747152407263135,0.028771753586710525,0.02369703834598421,495975.99999999994,2811999.999999989,2316023.999999989,1.0005076899999994,-0.004086796219528899
2023-11-22,0,0.0,-0.06526631657914472,0,58500,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0005076899999994,-0.004086796219528899
2023-11-23,1,1.0,0.010252365930599527,7800,56100,0.9885381290772488,1.9872111127901475,0.004973095209293194,0.010134854635650182,0.005161759426356988,497562.00000000006,1014000.0000000156,516438.00000001554,1.0056720699999995,0.0
