item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,1034469203916.0,1218770193713.0,1273665142504.0,1485405761792.0,1209090028604.0,1125700835465.0,1170480231200.0,1493866514245.0,1074104155743.0,1058051157974.0,1247227734003.0,1545958511959.0,1332477428371.0,1300978002218.0,1375839590119.0,1838358831869.0,1775696588884.0,1709653313475.0,1821067859692.0,2302108141457.0,1835752211195.0,1772547904851.0,1785794797679.0,2117794495739.0,1668002249438.0,1793656400604.0,2188054139355.0,2305750253392.0,1917768742969.0,2210099350089.0,2420132124172.0,2563140708555.0,2367413978432.0,2323260560183.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,10010196390.0,-16561064295.0,7243705774.0,-33008841355.0,41110448928.0,-18832301040.0,17479855359.0,-7113598290.0,119976565.0,-23320456.0,23320456.0,-15757520.0,-1043366091.0,-109128007.0,-296237008.0,-71055127.0,-11760000.0,-380748388.0,380748388.0,0.0,-4941537239.0,-1080078311.0,-56863636.0,-1047637445.0,-181429600.0,-212500000.0,212500000.0,-2587230000.0,0.0,0.0,0.0,0.0,0.0,-16885000.0
Doanh thu thuần,Net sales,net_sales,1044479400306.0,1202209129418.0,1280908848278.0,1452396920437.0,1250200477532.0,1106868534425.0,1187960086559.0,1486752915955.0,1074224132308.0,1058027837518.0,1247251054459.0,1545942754439.0,1331434062280.0,1300868874211.0,1375543353111.0,1838287776742.0,1775684828884.0,1709272565087.0,1821448608080.0,2302108141457.0,1830810673956.0,1771467826540.0,1785737934043.0,2116746858294.0,1667820819838.0,1793443900604.0,2188266639355.0,2303163023392.0,1917768742969.0,2210099350089.0,2420132124172.0,2563140708555.0,2367413978432.0,2323243675183.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-874114648200.0,-1009479599514.0,-1080807105493.0,-1223634152334.0,-1030683075847.0,-916595697024.0,-971490174932.0,-1197324525552.0,-870957400153.0,-864266805852.0,-1020675742369.0,-1243178955424.0,-1147622393879.0,-1065977861558.0,-1101261521104.0,-1495339930806.0,-1444065141944.0,-1387275481244.0,-1455594521318.0,-1902394978529.0,-1477537765464.0,-1466816664311.0,-1472850817664.0,-1710084141633.0,-1317423100242.0,-1453960475032.0,-1859580551422.0,-1857151860860.0,-1535192057347.0,-1819396005075.0,-2001733932368.0,-2056549448955.0,-1954124247332.0,-1907797874414.0
Lợi nhuận gộp,Gross Profit,gross_profit,170364752106.0,192729529904.0,200101742785.0,228762768103.0,219517401685.0,190272837401.0,216469911627.0,289428390403.0,203266732155.0,193761031666.0,226575312090.0,302763799015.0,183811668401.0,234891012653.0,274281832007.0,342947845936.0,331619686940.0,321997083843.0,365854086762.0,399713162928.0,353272908492.0,304651162229.0,312887116379.0,406662716661.0,350397719596.0,339483425572.0,328686087933.0,446011162532.0,382576685622.0,390703345014.0,418398191804.0,506591259600.0,413289731100.0,415445800769.0
Doanh thu hoạt động tài chính,Financial income,financial_income,6064627320.0,3604801081.0,7072365518.0,4578962128.0,10076118924.0,8594604030.0,7705531838.0,20185234854.0,25444796979.0,21675412155.0,22627233602.0,22144737385.0,19985176289.0,20908015795.0,27052988897.0,19115595448.0,25692243498.0,16497771106.0,25588218236.0,21961446318.0,33860375944.0,27050361269.0,36951007161.0,28759035960.0,26380257369.0,26612169333.0,32611751182.0,21291900443.0,41799928641.0,32656877118.0,36328927478.0,3012155664.0,63132559393.0,31443714155.0
Chi phí tài chính,Financial expenses,financial_expenses,-6040132025.0,-11056821051.0,-11482953267.0,-13968479735.0,-13920623804.0,-20255625470.0,-12831680294.0,-19532086887.0,-19816358694.0,-17548891895.0,-21497629648.0,-20269700804.0,-13615106537.0,-17240908820.0,-18654308798.0,-20145678818.0,-18748432658.0,-22948208335.0,-31712847476.0,-32536167666.0,-38574156195.0,-25771614641.0,-27901101878.0,-29481896960.0,-19222826794.0,-23446923323.0,-24768713154.0,-36655494107.0,-21008161335.0,-28255456861.0,-27151716101.0,-36622168739.0,-33580171434.0,-37899543177.0
Chi phí lãi vay,Interest expenses,interest_expenses,-6234048562.0,-10692733308.0,-10787326639.0,-13578863693.0,-12590775301.0,-19629527220.0,-12699673426.0,-17819964489.0,-19730368280.0,-16972481045.0,-20393720297.0,-19513642160.0,-12017039237.0,-17482399080.0,-17706244055.0,-19182899079.0,-16380419681.0,-17992174016.0,-28074561014.0,-25871195744.0,-31320110578.0,-20487444338.0,-28950678897.0,-24797266527.0,-8833733243.0,-18209569564.0,-20326909911.0,-24294673274.0,-16513910697.0,-22332011173.0,-19123458492.0,-34611777959.0,-23118183976.0,-33124236568.0
Chi phí bán hàng,Selling expenses,selling_expenses,-74522050525.0,-65300825762.0,-88271246788.0,-85206863567.0,-80937990435.0,-78915718568.0,-91701665664.0,-92393156001.0,-116108510189.0,-76727542654.0,-92439392355.0,-96338050145.0,-107069556754.0,-91510612671.0,-101504224957.0,-110758647036.0,-160929307407.0,-103279889675.0,-136208955503.0,-141944646412.0,-184958407749.0,-99387896087.0,-117162927839.0,-121770534145.0,-152483067329.0,-120246938151.0,-133874903778.0,-134001313217.0,-147999384596.0,-132936949233.0,-153746216674.0,-129899882084.0,-187514980043.0,-150255660867.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-76816442241.0,-73281817422.0,-50407914265.0,-71800406349.0,-74345595810.0,-80331308003.0,-46761154859.0,-109510522963.0,-51228351412.0,-77007889165.0,-57307368305.0,-115449943526.0,-34416291731.0,-80684388866.0,-78662028464.0,-105955567868.0,-98302787221.0,-113548837824.0,-125347911855.0,-124105022188.0,-115324339905.0,-106986212657.0,-127526391002.0,-128148677585.0,-122916561710.0,-116967072102.0,-126099954764.0,-124960892081.0,-141544803692.0,-137786454656.0,-143443846804.0,-166738164293.0,-122585111961.0,-150218377987.0
