symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
SJS,SJS,47300.0,14070559364400.0,297474828.0,,,,Công ty Cổ phần SJ Group,SJ Group,CT,VNINDEX,Real Estate,3070277169.565217,65426.0,84800.0,44500.0,0.00561936,0.5,0.0,,,,,,"Công ty Cổ phần SJ Group (SJS) được thành lập năm 2003 thuộc Tổng Công ty Sông đà. Công ty cung cấp các dịch vụ tư vấn về đầu tư, phát triển, thiết kế kỹ thuật và kiến trúc của khu dân cư nhà ở, khu công nghiệp và các cấu trúc khác. Ngoài ra, công ty còn tham gia vào lĩnh vực bất động sản, kinh doanh máy móc, cũng như sản xuất và kinh doanh các loại vật liệu xây dựng và các sản phẩm nội thất. Thị trường chính của công ty bao gồm các tỉnh, thành phố như Hà Nội, Hòa Bình, Qảng Ninh, Đà Nẵng. Công ty có quan hệ với nhiều đối tác chuyên nghiệp nước ngoài trong lĩnh vực tư vấn, xây dựng và kinh doanh bất động sản như Tập đoàn PDI (Mỹ), Công ty Xây dựng HANSHIN (Hàn Quốc), Công ty ARCHETYPE (Pháp)... Sản phẩm, dịch vụ của công ty khá đa dạng, được thể hiện qua một số dự án lớn như: Dự án khu dân cư bắc đường Trần Hưng Đạo; Dự án khu đô thị Mỹ Đình - Mễ Trì; Dự án khu đô thị mới Nam An Khánh; Dự án khách sạn Sông Đà-Hạ Long. Ngày 06/07/2006, SJS chính thức giao dịch trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",False,8600,8633,237979862,0.7999999987,2006-07-06T00:00:00,,,False,True,False
