date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-17,74.38964952472928,75.02760999142191,75.91980192417127,76.64316826201727,77.6783790034673,0.48725,76.0
2026-08-18,73.58268459426652,74.56314013709401,75.91651145032812,77.1444242927695,78.94634110032865,0.47645,76.0
2026-08-19,72.9426156168031,74.19871666500632,75.71011934224636,77.465478188108,79.28802509077825,0.4482,76.0
2026-08-20,72.5252467504778,73.90822245118244,75.5933162668704,77.53357996445531,80.13756776751562,0.45265,76.0
2026-08-21,72.02274166723808,73.7160869504482,75.57249364724731,77.81935679341814,80.64080962748434,0.45065,76.0
2026-08-24,71.41736294229463,73.43964266487956,75.5761191417748,78.08673929879077,81.02209292878102,0.44855,76.0
2026-08-25,70.959010687327,73.10334788838804,75.56341825293808,78.30518967335938,81.49725519044704,0.45415,76.0
2026-08-26,70.58348886881083,72.87760890750849,75.48496184605263,78.47780009953559,81.97383426852525,0.4509,76.0
2026-08-27,70.24422998263111,72.61153406874303,75.41195352017212,78.66463116132465,82.39345115299203,0.44925,76.0
2026-08-28,69.88010718354086,72.44992676578039,75.36980539187132,78.79756131232914,82.8705567483276,0.44295,76.0
2026-09-03,69.58537873641903,72.22796818103383,75.3668796968048,78.99035842270527,83.1828556730781,0.44755,76.0
2026-09-04,69.2650476651749,72.04858915808235,75.36081240623659,79.2103718128741,83.66706674629786,0.4537,76.0
2026-09-07,69.00872578675079,71.91351449967541,75.33731380955669,79.3932913337658,84.12510493588664,0.45125,76.0
2026-09-08,68.73885712554713,71.76162806707868,75.33313446977621,79.515073194598,84.39598434809913,0.45335,76.0
2026-09-09,68.53213885090595,71.57794879304063,75.30182079355784,79.68196395404918,84.88431688857149,0.45425,76.0
2026-09-10,68.29521649253273,71.46710750880968,75.28695599301895,79.86230263462794,85.22775395913565,0.45435,76.0
2026-09-11,68.01628885450296,71.33333963680005,75.28123522082811,80.05482204252696,85.49062852572064,0.455,76.0
2026-09-14,67.79307639838127,71.21471893584526,75.25298092443691,80.20798708288252,85.69784324410098,0.455,76.0
2026-09-15,67.55015680439699,71.03020775567268,75.25736037975736,80.30348161050894,86.08028584489544,0.45635,76.0
2026-09-16,67.33862763831307,70.83753949599988,75.22191294795742,80.46621114994102,86.42426286999256,0.4566,76.0
