date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-17,19.36613182775591,19.661994361618053,19.882428918617926,20.206852923717644,20.567295480512858,0.4198,19.95
2026-08-18,19.105299302689936,19.492927204817168,19.867873354888054,20.38785793135623,20.829354687758734,0.47515,19.95
2026-08-19,18.827559553499636,19.45031704693211,19.832282788911147,20.332268791064905,21.244786967087673,0.44745,19.95
2026-08-20,18.77211370273661,19.294798230763977,19.929854779009275,20.404701040496356,21.402111428792285,0.4799,19.95
2026-08-21,18.71281434644974,19.20864734012586,19.912267702664963,20.447208340266865,21.380946022824176,0.4769,19.95
2026-08-24,18.45093012891989,19.142886130023392,19.882101469179865,20.640585185553345,21.60601760276637,0.4757,19.95
2026-08-25,18.260984027805637,19.06788246897471,19.863205493599715,20.751358116149486,21.76081200791875,0.47265,19.95
2026-08-26,18.12725666229959,18.975123329056288,19.84349466540509,20.795815173887895,21.963163529751675,0.46685,19.95
2026-08-27,18.02136455825438,18.92335001883198,19.831528039932255,20.813449792481677,22.080790286424435,0.4648,19.95
2026-08-28,17.946008353729717,18.888021960273846,19.812828412763718,20.830448076213315,22.159881383350857,0.46175,19.95
2026-09-03,17.81338156142125,18.79205190739635,19.80078217985196,20.92968455339529,22.259347177174952,0.46315,19.95
2026-09-04,17.680682443745745,18.705049728092625,19.797756759325082,21.00996486662254,22.449921153396943,0.4596,19.95
2026-09-07,17.577198682128817,18.63048238714493,19.776822849490877,21.041676874429392,22.59019403826626,0.46225,19.95
2026-09-08,17.471651335745758,18.581785522073243,19.759523391700974,21.08671194924865,22.71449499288052,0.4602,19.95
2026-09-09,17.406910927397725,18.530211832102488,19.77588131004714,21.125705720881577,22.758515441108937,0.46275,19.95
2026-09-10,17.322827262381374,18.460091838603688,19.76228046951381,21.18450712124053,22.872483961735668,0.46105,19.95
2026-09-11,17.22378537895898,18.421768176780176,19.752671432741238,21.251925786971466,23.021093885560283,0.4641,19.95
2026-09-14,17.127963539406284,18.350549250573916,19.751741219783902,21.295355076523027,23.161534732362806,0.46265,19.95
2026-09-15,17.080459010249385,18.319594736899212,19.741757629516343,21.33926553937281,23.245501513725493,0.46195,19.95
2026-09-16,17.002668145522367,18.27755500571741,19.732622340910382,21.370963525357574,23.332853974195512,0.46335,19.95
