fold,train_start,train_end,validation_start,validation_end,test_start,test_end,train_dates,train_rows,validation_dates,validation_rows,test_dates,test_rows,gap,best_iteration,num_boost_round,validation_metric,validation_score_at_best,entry_margin_selected,entry_rule_selected,entry_margin_audit,prediction_haircut,lower_confidence_level
1,2008-06-18,2023-07-06,2023-08-04,2024-01-31,2024-03-07,2024-06-07,3717,35655,126,1512,63,756,20,227,228,rmse,0.06598215546557513,,False,"{'selected': False, 'trials': [{'margin': 0.0, 'completed_round_trips': 1, 'net_return': 0.062375820056232545, 'sharpe': 1.3416407864998738}, {'margin': 0.0025, 'completed_round_trips': 1, 'net_return': 0.062375820056232545, 'sharpe': 1.3416407864998738}, {'margin': 0.005, 'completed_round_trips': 1, 'net_return': 0.062375820056232545, 'sharpe': 1.3416407864998738}, {'margin': 0.01, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}]}",0.04817625911584933,0.8
2,2008-06-18,2023-10-05,2023-11-03,2024-05-10,2024-06-10,2024-09-06,3780,36411,126,1512,63,756,20,100,101,rmse,0.05330398829328723,,False,"{'selected': False, 'trials': [{'margin': 0.0, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.0025, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.005, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.01, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}]}",0.04497194540897757,0.8
3,2008-06-18,2024-01-03,2024-02-01,2024-08-07,2024-09-09,2024-12-04,3843,37167,126,1512,63,756,20,42,43,rmse,0.05535679677702407,,False,"{'selected': False, 'trials': [{'margin': 0.0, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.0025, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.005, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.01, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}]}",0.04377589000279433,0.8
4,2008-06-18,2024-04-08,2024-05-13,2024-11-06,2024-12-05,2025-03-11,3906,37923,126,1512,63,756,20,29,30,rmse,0.04875306243535096,,False,"{'selected': False, 'trials': [{'margin': 0.0, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.0025, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.005, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.01, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}]}",0.04040369847386071,0.8
5,2008-06-18,2024-07-10,2024-08-08,2025-02-11,2025-03-12,2025-06-12,3969,38679,126,1512,63,756,20,47,48,rmse,0.04051612116994414,,False,"{'selected': False, 'trials': [{'margin': 0.0, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.0025, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.005, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.01, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}]}",0.03450033509560807,0.8
6,2008-06-18,2024-10-09,2024-11-07,2025-05-15,2025-06-13,2025-06-13,4032,39435,126,1512,1,12,20,43,44,rmse,0.08508071903461942,,False,"{'selected': False, 'trials': [{'margin': 0.0, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.0025, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.005, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}, {'margin': 0.01, 'completed_round_trips': 0, 'net_return': 0.0, 'sharpe': None}]}",0.047606453145161653,0.8
