date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close,is_model_anchor
2026-08-17,23.01966698925955,23.149999441821194,23.280331894382837,23.436232780087675,23.592133665792513,0.44126984126984126,23.3,False
2026-08-18,22.739333978519106,22.999998883642387,23.26066378876567,23.572465560175345,23.884267331585026,0.3825396825396825,23.3,False
2026-08-19,22.459000967778657,22.84999832546358,23.240995683148505,23.708698340263023,24.17640099737754,0.3238095238095238,23.3,False
2026-08-20,22.17866795703821,22.699997767284774,23.221327577531337,23.844931120350694,24.468534663170054,0.2650793650793651,23.3,False
2026-08-21,21.898334946297762,22.549997209105967,23.201659471914173,23.981163900438368,24.760668328962566,0.20634920634920634,23.3,True
2026-08-24,21.807681847353322,22.513973557434262,23.220265267515206,24.081222632917004,24.942179998318807,0.23095238095238094,23.3,False
2026-08-25,21.717028748408882,22.47794990576256,23.23887106311624,24.18128136539564,25.123691667675047,0.25555555555555554,23.3,False
2026-08-26,21.626375649464446,22.44192625409086,23.257476858717276,24.281340097874285,25.30520333703129,0.28015873015873016,23.3,False
2026-08-27,21.535722550520006,22.405902602419157,23.27608265431831,24.38139883035292,25.48671500638753,0.3047619047619048,23.3,False
2026-08-28,21.445069451575566,22.369878950747456,23.29468844991934,24.481457562831558,25.66822667574377,0.32936507936507936,23.3,True
2026-09-03,21.36510087188936,22.337339820539015,23.30957876918867,24.546938932991516,25.78429909679436,0.3273809523809524,23.3,False
2026-09-04,21.285132292203155,22.304800690330573,23.32446908845799,24.61242030315147,25.90037151784495,0.3253968253968254,23.3,False
2026-09-07,21.20516371251695,22.272261560122132,23.339359407727315,24.67790167331143,26.01644393889554,0.32341269841269843,23.3,False
2026-09-08,21.125195132830743,22.23972242991369,23.354249726996642,24.743383043471386,26.13251635994613,0.32142857142857145,23.3,False
2026-09-09,21.045226553144534,22.20718329970525,23.36914004626597,24.808864413631344,26.24858878099672,0.3194444444444444,23.3,False
2026-09-10,20.96525797345833,22.17464416949681,23.384030365535292,24.8743457837913,26.36466120204731,0.31746031746031744,23.3,False
2026-09-11,20.885289393772123,22.142105039288367,23.398920684804615,24.939827153951256,26.480733623097898,0.31547619047619047,23.3,False
2026-09-14,20.805320814085917,22.10956590907993,23.413811004073942,25.005308524111214,26.59680604414849,0.3134920634920635,23.3,False
2026-09-15,20.72535223439971,22.077026778871492,23.42870132334327,25.070789894271172,26.71287846519908,0.3115079365079365,23.3,False
2026-09-16,20.645383654713505,22.04448764866305,23.443591642612592,25.13627126443113,26.828950886249668,0.30952380952380953,23.3,True
