date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up
2009-05-19,1.1,1.1,1.1,1.1,40,,,,,,,,,,1.1,1.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,1.0,5.0,0.0,0.0
2009-05-20,1.15,1.15,1.15,1.15,20,0.04545454545454519,,,,,,,,,1.1076923076923078,1.1037037037037039,0.0039886039886039,0.0007977207977207801,0.0031908831908831203,0.0034683512944381745,0.0027746810355505397,,,,,,,,,,,,,,,20.0,,,,,,,,0.0,,,2.0,5.0,0.0,0.0
2009-05-21,1.21,1.21,1.21,1.21,10,0.052173913043478404,0.09999999999999987,,,,,,,,1.1234319526627219,1.1115775034293554,0.011854449233366537,0.003009066484849932,0.008845382748516605,0.009797065482121106,0.0073102336764600045,,,,,,,,,,,,,,,30.0,,,,,,,,0.0,,,3.0,5.0,0.0,0.0
2009-05-22,1.26,1.26,1.26,1.26,500,0.04132231404958686,0.09565217391304359,0.14545454545454528,,,,,,,1.1444424214838416,1.1225717624345883,0.021870659049253227,0.006781384997730591,0.015089274051522637,0.017357665912105736,0.011975614326605268,,,,,,,,,,,,,,,530.0,,,,,,,,0.0,,,4.0,5.0,0.0,0.0
2009-05-25,1.33,1.33,1.33,1.33,10,0.05555555555555558,0.09917355371900838,0.156521739130435,,,,1.21,,,1.1729897412555583,1.1379368170690634,0.03505292418649497,0.012435692835483467,0.022617231351011506,0.026355582095109,0.017005437106023688,,,,,,,,,,,,,,,540.0,,,,,,,,0.0,,,0.0,5.0,0.0,0.0
2009-05-26,1.39,1.39,1.39,1.39,10,0.045112781954887105,0.10317460317460303,0.14876033057851235,0.26363636363636345,,,1.268,,,1.2063759349085494,1.1566081639528365,0.04976777095571294,0.019902108459529364,0.029865662496183578,0.03580415176669996,0.021486088126750777,,,,,,,,,,,,,,,550.0,,,,,,,,0.0,,,1.0,5.0,0.0,0.0
2009-05-27,1.46,1.46,1.46,1.46,16040,0.05035971223021596,0.09774436090225547,0.1587301587301586,0.26956521739130435,,,1.33,,,1.2453950218456957,1.1790816332896634,0.0663133885560323,0.029184364478829956,0.03712902407720235,0.045420129147967336,0.025430838409042707,,,,,,,,,,,,,,,16590.0,,,,,,,,0.0,,,2.0,5.0,0.0,0.0
2009-05-28,1.53,1.53,1.53,1.53,21900,0.047945205479452024,0.1007194244604317,0.15037593984962405,0.2644628099173554,,,1.394,,,1.289180403100204,1.2050755863793179,0.08410481672088621,0.04016845492724121,0.043936361793645004,0.054970468445023665,0.02871657633571569,,,,,,,,,,,,,,,38490.0,,,,,,,,0.0,,,3.0,5.0,0.0,0.0
2009-05-29,1.6,1.6,1.6,1.6,25850,0.045751633986928164,0.09589041095890427,0.15107913669064765,0.26984126984127,,,1.4620000000000002,,,1.3369988026232495,1.2343292466475166,0.1026695559757329,0.05266867513693955,0.05000088083879336,0.06416847248483307,0.03125055052424585,,,,,,,,,,,,,,,64340.0,,,,,,,,0.0,,,4.0,5.0,0.0,0.0
2009-06-01,1.68,1.68,1.68,1.68,61090,0.04999999999999982,0.09803921568627438,0.15068493150684925,0.26315789473684204,,,1.532,,,1.389768217604288,1.267341895043997,0.12242632256029107,0.06662020462160985,0.05580611793868122,0.07287281104779231,0.033217927344453106,,,,,,,,,,,,,,,125430.0,,,,,,,,0.0,,,0.0,6.0,0.0,0.0
2009-06-02,1.76,1.76,1.76,1.76,16350,0.04761904761904767,0.09999999999999987,0.15032679738562083,0.26618705035971235,0.5999999999999999,,1.6059999999999999,,,1.4467269533574745,1.3038350880037008,0.14289186535377363,0.08187453676804261,0.061017328585731015,0.08118855986009865,0.03466893669643808,,,,,,,,,,,,,,,141780.0,,,,,,,,0.0,,,1.0,6.0,0.0,0.0
2009-06-03,1.84,1.84,1.84,1.84,41500,0.045454545454545414,0.09523809523809534,0.1499999999999999,0.2602739726027399,0.6000000000000001,,1.682,,,1.5072304989947862,1.343551007410834,0.16367949158395212,0.09823552773122451,0.0654439638527276,0.08895624542606093,0.03556737165909109,,,,,,,,,,,,,,,183280.0,,,,,,,,0.0,,,2.0,6.0,0.0,0.0
2009-06-04,1.93,1.93,1.93,1.93,161220,0.048913043478260754,0.09659090909090895,0.14880952380952372,0.261437908496732,0.5950413223140496,,1.762,,,1.572271960687896,1.3869916735285501,0.18528028715934597,0.11564447961684882,0.06963580754249715,0.09600014878722589,0.03608072929663065,,,,,,,,,,,,,,,344500.0,,,,,,,,0.0,,,3.0,6.0,0.0,0.0
2009-06-05,2.01,2.01,2.01,2.01,500,0.041450777202072464,0.09239130434782594,0.14204545454545436,0.25624999999999987,0.5952380952380951,,1.8439999999999999,,,1.6396147359666813,1.4331404384523612,0.20647429751432012,0.13381044319634308,0.07266385431797703,0.1027235311016518,0.03615117130247614,,,,,,,,0.0450693713374284,0.02242257280469075,,100.00000000000001,0.0,100.0,,345000.0,,,,,,,,0.0,,,4.0,6.0,0.0,0.0
2009-06-08,2.1,2.1,2.1,2.1,55600,0.044776119402985204,0.08808290155440424,0.14130434782608692,0.25,0.5789473684210527,,1.9280000000000002,,,1.7104432381256534,1.4825374430114455,0.22790579511420783,0.15262951357991605,0.07527628153429178,0.10852656910200373,0.03584584834966275,,,,,,,,0.048278701956183535,0.02298985807437311,,100.0,0.0,100.0,,400600.0,,,,,,,,0.0,,,0.0,6.0,0.0,0.0
2009-06-09,2.2,2.2,2.2,2.2,166030,0.04761904761904767,0.09452736318407973,0.13989637305699487,0.25,0.5827338129496404,,2.016,,,1.785759663029399,1.5356828176031903,0.2500768454262088,0.1721189799491746,0.07795786547703418,0.11367129337554943,0.0354353933986519,,,,,,,,0.05197308038788472,0.02362412744903851,,100.0,0.0,100.00000000000001,100.0,566630.0,,,,,,,,0.0,,,1.0,6.0,0.0,0.0
2009-06-10,2.3,2.3,2.3,2.3,333800,0.04545454545454519,0.09523809523809512,0.14427860696517425,0.24999999999999978,0.5753424657534245,,2.108,,,1.8648735610248761,1.592298905188139,0.272574655836737,0.1922101151266871,0.08036454071004992,0.1185107199290161,0.034941104656543445,,,,,,,,0.05540357464589293,0.024088510715605624,,100.0,0.0,100.0,100.0,900430.0,,,,,,,,0.0,,,2.0,6.0,0.0,0.0
2009-06-11,2.4,2.4,2.38,2.4,909580,0.04347826086956519,0.09090909090909083,0.1428571428571428,0.24352331606217614,0.5686274509803921,,2.2020000000000004,,,1.9472007054825875,1.6521286159149435,0.29507208956764397,0.21278251001487847,0.0822895795527655,0.12294670398651833,0.03428732481365229,,,,,,,,0.05858903359975773,0.024412097333232387,,100.0,0.0,100.0,100.0,1810010.0,,,,,,,,0.008333333333333342,,,3.0,6.0,0.0,0.0
2009-06-12,2.52,2.52,2.52,2.52,15670,0.050000000000000044,0.09565217391304359,0.14545454545454528,0.25373134328358216,0.575,,2.304,,,2.0353236738698817,1.7164153851064292,0.31890828876345245,0.23400766576459328,0.08490062299885917,0.12655090823946527,0.0336907234122457,,,,,,,,0.06297553119977504,0.02499029015864089,,100.0,0.0,100.0,100.0,1825680.0,,,,,,,,0.0,,,4.0,6.0,0.0,0.0
2009-06-15,2.64,2.64,2.6,2.64,858330,0.04761904761904767,0.10000000000000009,0.14782608695652177,0.2571428571428571,0.5714285714285716,,2.412,1.7704999999999997,,2.128350800966823,1.7848290602837307,0.34352174068309216,0.2559104807482931,0.08761125993479907,0.13012187147086823,0.03318608330863601,,1.7704999999999997,0.47654982619040503,2.72359965238081,0.8174003476191897,1.076644622853217,0.9561432783172353,0.06704870754264826,0.02539723770554858,,100.0,0.0,100.0,100.0,2684010.0,472422.0,,,,134202.5,2.687582429054756,6.395782492874574,0.015151515151515164,0.4911042078508898,,0.0,6.0,-0.01945525291828787,0.0
2009-06-16,2.57,2.64,2.52,2.52,192300,-0.045454545454545525,0.0,0.050000000000000044,0.14545454545454528,0.4318181818181819,1.2909090909090906,2.476,1.8415,,2.188604523895004,1.8392861669293803,0.34931835696562374,0.27459205599175923,0.07472630097386451,0.13861839562127926,0.029653294037247823,89.57098374626128,1.8415,0.47717672992188903,2.795853459843778,0.8871465401562219,1.0364957478618277,0.8554762614425198,0.07083094271817339,0.028107516951656107,,87.89875124840127,8.067499167732494,89.18918918918918,96.39639639639638,2491710.0,597007.5,0.33330290332926715,-4.26946690308597,18.75690072515562,143815.5,0.1810333472803435,1.3371298643053078,0.04761904761904766,0.368449633450991,,1.0,6.0,0.0,0.0
2009-06-17,2.4,2.4,2.4,2.4,87640,-0.04761904761904767,-0.09090909090909094,-0.04761904761904767,0.04347826086956519,0.3043478260869563,1.0869565217391304,2.496,1.904,,2.221126904834234,1.8808205249346113,0.34030637989962287,0.28773492077333196,0.05257145912629091,0.1417943249581762,0.021904774635954548,80.52681700219352,1.904,0.4635038181867375,2.831007636373475,0.9769923636265249,0.9737475171990283,0.7675274617695654,0.07434301823830387,0.030976257599293282,,77.76440527083567,18.66691903189104,76.9230769230769,88.70408870408869,2404070.0,717210.0,0.46154202702229996,-2.8128646929125556,6.7649019818462355,148196.5,-0.22760839892705487,0.5913769893351057,0.0,0.26050420168067223,,2.0,6.0,-0.08000000000000007,0.0
2009-06-18,2.5,2.5,2.28,2.3,870410,-0.04166666666666674,-0.08730158730158732,-0.1287878787878789,-0.04166666666666674,0.1917098445595855,0.9008264462809916,2.476,1.9585000000000001,,2.233261227167429,1.9118708564209363,0.3213903707464927,0.29446601076796414,0.026924359978528545,0.13973494380282292,0.011706243468925456,73.83608951279828,1.9585000000000001,0.44115011169967033,2.8408002233993406,1.0761997766006595,0.900995888076937,0.6935282293618056,0.08474708836413933,0.03684656015832145,,63.34488825360546,25.319720549363094,64.5833333333333,76.89853314853313,1533660.0,793891.5,0.53701751371589,-2.084938910580297,2.700966584461859,191716.5,2.2009485540425158,4.540089142040461,0.09565217391304356,0.17436813888179703,,3.0,6.0,-0.03433476394849788,0.0
2009-06-19,2.33,2.33,2.2,2.25,387420,-0.021739130434782483,-0.0625,-0.1071428571428571,-0.1071428571428571,0.11940298507462699,0.7857142857142858,2.4219999999999997,2.008,,2.2358364229878247,1.936917459649015,0.29891896333880963,0.29535660128213326,0.0035623620566763714,0.1328528725950265,0.0015832720251894984,70.67418810186204,2.008,0.41331267633724067,2.8346253526744816,1.1813746473255187,0.8233320245761767,0.6463782832313502,0.08797943919527222,0.039101972975676545,,56.659206472002495,29.14239643465252,55.68181818181817,65.72940947940945,1146240.0,851177.0,0.5699842858907,-1.6601760094502376,0.9891379076504885,211062.5,0.572825372558012,1.83557003257329,0.057777777777777733,0.12051792828685248,,4.0,6.0,0.0,0.0
2009-06-22,2.15,2.16,2.15,2.15,331730,-0.04444444444444451,-0.06521739130434778,-0.10416666666666663,-0.18560606060606066,0.023809523809523725,0.6165413533834585,2.324,2.0490000000000004,,2.2226308194512363,1.9527013515268659,0.26992946792437045,0.2902711746105807,-0.02034170668621027,0.12554858973226532,-0.00946125892381873,64.70604571379144,2.0490000000000004,0.38200165334445185,2.813003306688904,1.2849966933110966,0.7457328518193301,0.5660991903541106,0.08883805068132422,0.04132002357270894,,52.10362905271721,30.819412999818397,38.74999999999998,53.005050505050484,814510.0,891875.5,0.6190122467174323,-1.290071098656418,-0.2890387869198499,227648.5,0.3414468436762524,1.457202661120104,0.004651162790697782,0.049292337725719726,,0.0,6.0,0.0,0.0
2009-06-23,2.05,2.05,2.05,2.05,193580,-0.04651162790697683,-0.08888888888888902,-0.10869565217391308,-0.18650793650793662,-0.06818181818181834,0.474820143884892,2.2299999999999995,2.082,,2.196072231843354,1.959908658821172,0.23616357302218183,0.279449654292901,-0.043286081270719146,0.11520174293764968,-0.021115161595472755,59.31210272163378,2.082,0.3491734601357296,2.780346920271459,1.3836530797285407,0.6708423825854555,0.47708875125592237,0.08963533277551536,0.04372455257342213,,47.95159695305348,36.332273104202116,16.901408450704206,37.11107554417412,620930.0,922894.5,0.6634356410647492,-0.9808087757959435,-1.0898566959390386,237327.0,-0.14569924007325763,0.8156678338326444,0.0,-0.015369836695485084,,1.0,6.0,0.0,0.0
2009-06-24,2.15,2.15,2.13,2.15,694930,0.04878048780487809,0.0,-0.04444444444444451,-0.10416666666666663,-0.06521739130434778,0.4726027397260273,2.18,2.1165,,2.1889841961751455,1.9739894989084925,0.214994697266653,0.2665586628876514,-0.05156396562099841,0.09999753361239674,-0.023983239823720193,62.663881462040706,2.1165,0.3170966148635062,2.750693229727012,1.4823067702729875,0.5992848851660878,0.5264115086930368,0.09037566614869284,0.042035193557531554,74.51772839399503,52.06525191484949,33.46074531892847,22.22222222222223,25.95787689097547,1315860.0,987858.0,0.6625144053102366,-0.9818320302826918,-1.0891299891735102,271271.5,1.3575986807393383,2.5617508658299895,0.009302325581395357,0.01582801795416966,,2.0,6.0,-0.07239819004524894,0.0
2009-06-25,2.21,2.21,2.05,2.05,337330,-0.04651162790697683,0.0,-0.04651162790697683,-0.10869565217391308,-0.14583333333333337,0.33986928104575154,2.13,2.1425,,2.1676020121482,1.9796199063967523,0.18798210575144747,0.25084335146041065,-0.06286124570896318,0.09169858817143779,-0.03066402229705521,57.55767877231495,2.1425,0.286298978802157,2.715097957604314,1.569902042395686,0.534513846071705,0.4192277943262233,0.09534883285235765,0.04651162578163788,70.10749500394186,45.824677881008974,35.443150848639014,0.0,13.041210224308813,978530.0,1034860.0,0.6944456782593956,-0.7148267632845163,-1.6038169501632245,287043.0,0.16394905354320113,1.1751897799284428,0.07804878048780495,-0.043173862310385225,,3.0,6.0,0.03571428571428559,1.0
2009-06-26,1.96,2.1,1.96,2.03,330390,-0.009756097560975618,-0.05581395348837215,-0.009756097560975618,-0.09777777777777785,-0.19444444444444453,0.2687499999999998,2.086,2.164,,2.1464324718177075,1.9833517651821782,0.16308070663552932,0.2332908224954344,-0.07021011585990508,0.080335323465778,-0.034586263970396595,56.564922513800205,2.164,0.25817986386483205,2.6803597277296642,1.647640272270336,0.47722710511059524,0.37024549669164464,0.09853820193433212,0.04854098617454784,65.3516109720232,41.174229934785274,38.370194662194336,10.294117647058798,10.83877995642701,648140.0,1064050.0,0.690472591979336,-0.5452779346782827,-1.7725257757905306,302270.0,0.09355501574637959,1.0930294107916763,0.06896551724137938,-0.061922365988909545,,4.0,6.0,0.03398058252427183,1.0
2009-06-29,2.06,2.13,2.05,2.13,297910,0.049261083743842304,0.039024390243902474,-0.009302325581395321,-0.009302325581395321,-0.19318181818181823,0.2678571428571428,2.082,2.1864999999999997,,2.143904399230368,1.9942145973909058,0.14968980183946212,0.21657061836423996,-0.06688081652477784,0.07027690227204794,-0.031399444377829974,60.25609691571116,2.1864999999999997,0.23206793469971143,2.6506358693994225,1.7223641306005768,0.4245468734501925,0.43913420215387683,0.09864261608187984,0.0463110873623849,61.13251539925516,40.365087484230656,35.59175234282016,24.999999999999982,11.764705882352928,946050.0,1105081.0,0.6899504079187561,-0.5458168235733964,-1.7724417414857205,314111.0,-0.05488385506694419,0.9484226913415958,0.037558685446009425,-0.025840384175623066,,0.0,6.0,-0.04694835680751175,0.0
