date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_open,market_close,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,news_count_lookback,news_sentiment_mean_lookback,news_positive_count_lookback,news_negative_count_lookback,news_earnings_count_lookback,news_corporate_action_count_lookback,news_legal_count_lookback,news_source_count_lookback
2021-01-28,6.23,7.09,6.23,6.23,7273800,,,,,,,,,,6.23,6.23,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.13804173354735141,,,3.0,1.0,0.0,0.0,1041.71,1023.94,-0.0667444425203022,-0.12048513584318976,-0.06705905935091194,0.3714956644443466,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-29,6.65,6.65,6.31,6.65,6203000,0.0674157303370786,,,,,,,,,6.294615384615385,6.261111111111112,0.03350427350427321,0.006700854700854642,0.026803418803418567,0.005038236617183941,0.004030589293747153,,,,,,,,,,,,,,,6203000.0,,,,,,,,0.05112781954887229,,,4.0,1.0,-0.052407932011331315,0.0,998.33,1056.61,0.031906166376935996,-0.09442225612369093,-0.04281301240182267,0.39093945355775356,0.0355095639601426,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,7.06,7.06,6.65,6.69,6397000,0.006015037593984918,0.07383627608346699,,,,,,,,6.355443786982249,6.292880658436215,0.06256312854603419,0.01787330946989055,0.04468981907614364,0.009351738198211387,0.006680092537540155,,,,,,,,,,,,,,,12600000.0,,,,,,,,0.06128550074738404,,,0.0,2.0,0.01767304860088359,1.0,1056.61,1035.51,-0.019969525179583725,-0.11195060246130095,-0.07582532330182867,0.39058312751976565,0.025984562773568642,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-02,6.79,6.91,6.65,6.91,4126000,0.03288490284005974,0.03909774436090219,0.10914927768860339,,,,,,,6.440760127446519,6.338593202255755,0.10216692519076442,0.03473203261406533,0.0674348925766991,0.014785372675942753,0.009759029316454284,,,,,,,,,,,,,,,16726000.0,,,,,,,,0.03762662807525322,,,1.0,2.0,0.03862660944205998,1.0,1036.95,1075.53,0.038647622910449986,-0.05333063408794836,-0.05034656306564833,0.415932961341603,-0.005762720070390248,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-03,6.99,7.26,6.92,7.26,5828400,0.05065123010130246,0.0852017937219729,0.09172932330827055,,,,6.748,,,6.566797030916286,6.406845557644218,0.15995147327206816,0.05977592074566589,0.10017555252640226,0.022031883370808285,0.013798285471956233,,,,,,,,,,,,,,,22554400.0,,,,,,,,0.046831955922864994,,,2.0,2.0,-0.020604395604395642,0.0,1084.87,1111.29,0.033248723884968356,0.012869473281259758,-0.027921379274149172,0.43304921281932907,0.0174025062163341,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-04,7.28,7.3,7.08,7.13,4028300,-0.017906336088154284,0.0318379160636757,0.06576980568011948,0.14446227929373978,,,6.928,,,6.653443641544549,6.460412553374276,0.19303108817027326,0.08642695423058737,0.10660413393968589,0.027073083894848984,0.014951491436141079,,,,,,,,,,,,,,,18526100.0,,,,,,,,0.030855539971949474,,,3.0,2.0,-0.011173184357541888,0.0,1112.97,1112.19,0.0008098696109926085,0.08618669062640394,-0.03830556252107664,0.4305467548222891,-0.018716205699146893,0.05827558866733584,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-05,7.16,7.26,7.08,7.08,3432700,-0.007012622720897643,-0.024793388429751984,0.02460202604920414,0.0646616541353382,,,7.014,,,6.719067696691542,6.506307919790996,0.21275977690054582,0.11169351876457907,0.10106625813596674,0.030050815946404776,0.014274895216944455,,,,,,,,,,,,,,,15093400.0,,,,,,,,0.025423728813559282,,,4.0,2.0,-0.04768583450210373,0.0,1114.79,1126.91,0.013235148670640795,0.06653353649880289,-0.03492365268179054,0.4319627617069407,-0.02024777139153844,-0.0018718823634646942,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,7.13,7.13,6.69,6.79,3452100,-0.04096045197740117,-0.04768583450210373,-0.06473829201101922,0.014947683109117982,,,7.034000000000001,,,6.729980358738997,6.527322147954626,0.20265821078437085,0.12988645716853744,0.0727717536158334,0.029846570071335912,0.010717489486867954,,,,,,,,,,,,,,,11641300.0,,,,,,,,0.06480117820323998,,,0.0,2.0,0.04111600587371522,1.0,1127.06,1083.18,-0.03880522845657597,0.04603528696004866,-0.08583919182371358,0.44695791375640564,-0.0021552235208252,-0.03108760385093068,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-09,6.81,7.09,6.75,7.09,2879100,0.044182621502209196,0.0014124293785311437,-0.005610098176718092,0.026049204052098318,,,7.07,,,6.785367995856074,6.5690019888468765,0.2163660070091975,0.14718236713666946,0.06918363987252804,0.030517067279153386,0.00975791817666122,,,,,,,,,,,,,,,14520400.0,,,,,,,,0.047954866008462604,,,1.0,2.0,-0.01377410468319551,0.0,1090.88,1114.93,0.029311841060580823,0.036633101819568026,-0.06487570033884649,0.46130741056898894,0.014870780441628373,-0.010583897767469708,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-17,7.26,7.28,7.13,7.16,2533500,0.009873060648801113,0.05449189985272462,0.011299435028248705,-0.01377410468319551,,,7.05,,,6.843003688801294,6.612779619302663,0.2302240694986306,0.1637907076090617,0.06643336188956891,0.03215419965064673,0.009278402498543144,,,,,,,,,,,,,,,17053900.0,,,,,,,,0.020949720670391112,,,2.0,2.0,-0.009722222222222299,0.0,1127.46,1155.78,0.036639071511215926,0.04003455443673576,-0.02552168964208923,0.48202845396458127,-0.026766010862414813,-0.05380865911993127,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-18,7.2,7.21,7.13,7.13,2655700,-0.0041899441340782495,0.005641748942172065,0.050073637702503726,0.0,0.14446227929373978,,7.05,,,6.887156967447249,6.651092240095059,0.23606472735218986,0.17824551155768734,0.057819215794502526,0.03310865741264935,0.008109286927700214,,,,,,,,,,,,,,,14398200.0,,,,,,,,0.011220196353436195,,,3.0,2.0,0.0014025245441795509,1.0,1157.1,1174.38,0.01609302808492985,0.05591670487956191,-0.01096513390601317,0.4857544741966945,-0.0202829722190081,-0.05591670487956191,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-19,7.13,7.21,7.08,7.14,2430800,0.0014025245441795509,-0.0027932960893854997,0.007052186177715081,0.008474576271186418,0.07368421052631557,,7.062,,,6.926055895532287,6.687307629717647,0.2387482658146407,0.19034606240907803,0.04840220340556267,0.033438132467036516,0.0067790200848127,,,,,,,,,,,,,,,16829000.0,,,,,,,,0.018207282913165253,,,4.0,2.0,0.012569832402234526,1.0,1160.65,1173.5,-0.0007493315621861507,0.041343141865809896,-0.017333779936359095,0.4852677515466024,0.0021518561063657016,-0.03286856559462348,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-22,7.16,7.4,7.16,7.25,5151400,0.01540616246498594,0.016830294530154388,0.012569832402234526,0.06774668630338732,0.08370702541106123,,7.153999999999999,,,6.975893450065781,6.7289885460348575,0.2469049040309237,0.20165783073344717,0.045247073297476514,0.034055848831851546,0.00624097562723814,,,,,,,,,,,,,,,21980400.0,,,,,,,,0.0331034482758621,,,0.0,2.0,0.0027548209366392573,1.0,1173.57,1175.04,0.0013123135918193807,0.08480584944330571,-0.014178566035203177,0.4852724939478856,0.014093848873166559,-0.0170591631399184,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-23,7.26,7.31,7.21,7.28,2263100,0.0041379310344829,0.019607843137255054,0.02103786816269282,0.026798307475317307,0.05354558610709126,,7.192,,,7.0226790731325845,6.769804209291535,0.2528748638410496,0.2119012373549677,0.04097362648608194,0.0347355582199244,0.005628245396439827,,,,,,,,0.4754524755996379,0.06530940598896125,,10.529610111982349,4.403650916100584,89.74358974358974,,24243500.0,,,,,,,,0.013736263736263687,,,1.0,2.0,-0.02876712328767128,0.0,1174.57,1177.64,0.0022126906318082895,0.056245683585516515,0.04123784261715313,0.4465110604118704,0.0019252404026746106,-0.029447376110199208,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-24,7.3,7.3,7.03,7.09,3060000,-0.026098901098901117,-0.022068965517241357,-0.007002801120448154,-0.009776536312849249,-0.023415977961432466,,7.178,,,7.033036138804494,6.79352241601068,0.23951372279381378,0.2174237344427369,0.022089988351076867,0.03378190730519235,0.0031156542103070333,85.79884678206065,,,,,,,0.4607772987710923,0.06498974594796789,,10.08889601278246,7.009653285433622,71.5596330275229,,21183500.0,,,,,,,,0.038081805359661436,,,2.0,2.0,-0.005610098176718092,0.0,1184.32,1162.01,-0.013272307326517518,0.005390299191887715,0.024086085944935887,0.44993367639009213,-0.012826593772383599,-0.015166835504736964,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-25,7.13,7.16,7.06,7.09,2291600,0.0,-0.026098901098901117,-0.022068965517241357,-0.005610098176718092,-0.005610098176718092,,7.17,,,7.041799809757649,6.815483718528408,0.2263160912292408,0.21920220580003769,0.007113885429203104,0.03192046420722719,0.0010033688898734984,85.79884678206065,,,,,,,0.4350074917160143,0.06135507640564377,,9.923235548719713,6.894554228538532,58.6666666666666,73.32329647925975,21183500.0,,,,,,,,0.014104372355430259,,,3.0,2.0,0.01867816091954011,1.0,1169.97,1165.43,0.002943176048398888,-0.007621042592687255,0.0010479209077400853,0.44066321076580706,-0.002943176048398888,0.0020109444159691625,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-26,6.96,7.09,6.94,7.09,2371800,0.0,0.0,-0.026098901098901117,-0.007002801120448154,0.0014124293785311437,,7.159999999999999,,,7.049215223641087,6.835818257896674,0.2133969657444128,0.21804115778891273,-0.004644192044499923,0.03009830264378178,-0.000655034138857535,85.79884678206065,,,,,,,0.414649813736299,0.0584837537004653,,9.666825495327636,8.783552142724945,58.6666666666666,62.96432212028537,21183500.0,,,,,,,,0.0211565585331452,,,4.0,2.0,0.014025245441795287,1.0,1148.88,1168.47,0.002608479273744413,-0.00428632296548781,0.0014484307238726846,0.44068705153292476,-0.002608479273744413,-0.0027164781549603445,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,7.13,7.3,7.09,7.23,3508600,0.019746121297602448,0.019746121297602448,0.019746121297602448,-0.0027586206896551557,0.06480117820324005,,7.156000000000001,,,7.077028266157843,6.865016905459884,0.212011360697959,0.216835198370722,-0.004823837672762982,0.029323839653936236,-0.0006671974651124455,86.49835604777496,,,,,,,0.40003196989799195,0.055329456417426266,,13.05404881629273,8.454195261137528,76.05633802816902,64.46322378716741,24692100.0,,,,,,,,0.029045643153526965,,,0.0,3.0,-0.016483516483516536,0.0,1176.93,1186.17,0.015148014069680915,0.009472017973856328,0.01725483469834055,0.44372640502363747,0.004598107227921533,-0.012230638663511484,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-02,7.28,7.28,7.13,7.16,3241400,-0.009681881051175734,0.009873060648801113,0.009873060648801113,-0.016483516483516536,0.009873060648801113,,7.132,,,7.089793148287406,6.886867505055448,0.20292564323195794,0.2140532873429692,-0.011127644111011248,0.028341570283793006,-0.0015541402389680514,84.2634273813561,,,,,,,0.3821725434767068,0.05337605355819928,,12.68807587780371,8.217180161391859,66.19718309859151,66.97339593114238,21450700.0,,,,,,,,0.020949720670391112,,,1.0,3.0,-0.0069637883008356605,0.0,1196.16,1186.61,0.0003709417705723972,0.007616928772799625,0.044440728092102866,0.43226915530415466,-0.01005282282174813,-0.02410044525631616,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
