entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2024-04-02,2024-04-08,83.81,81.57,1100,4,-2464000.0,-2917563.0,-0.03158377196210133,fixed_horizon_exit
2024-04-09,2024-04-15,81.94,81.57,1100,4,-407000.0,-856449.0,-0.00948298667492937,fixed_horizon_exit
2024-04-19,2024-04-25,79.41,88.94,1200,4,11436000.0,10925232.0,0.1144212016717101,fixed_horizon_exit
2024-05-09,2024-05-15,94.78,97.74,1100,4,3256000.0,2724942.0,0.02608435797744035,fixed_horizon_exit
2024-05-16,2024-05-22,97.74,99.26,1100,4,1672000.0,1129414.0,0.010483840994091212,fixed_horizon_exit
2024-05-23,2024-05-29,99.62,97.46,1100,4,-2376000.0,-2916782.0,-0.026564217479515973,fixed_horizon_exit
2024-05-30,2024-06-05,97.46,100.78,1100,4,3652000.0,3105014.0,0.028905251266398046,fixed_horizon_exit
2024-06-06,2024-06-12,101.79,108.67,1000,4,6880000.0,6350410.0,0.06226284046505672,fixed_horizon_exit
2024-06-13,2024-06-19,108.75,111.43,1000,4,2680000.0,2128210.0,0.01953068575492693,fixed_horizon_exit
2024-06-20,2024-06-26,111.93,111.01,1000,4,-920000.0,-1476890.0,-0.013168427729549388,fixed_horizon_exit
2024-06-27,2024-07-03,111.01,113.52,1000,4,2510000.0,1947420.0,0.017507728440066088,fixed_horizon_exit
2024-07-04,2024-07-10,113.77,111.18,1000,4,-2590000.0,-3151080.0,-0.027641649109270253,fixed_horizon_exit
2024-07-11,2024-07-17,110.51,106.91,1000,4,-3600000.0,-4141750.0,-0.03740370132958226,fixed_horizon_exit
2024-07-18,2024-07-24,107.5,104.49,1000,4,-3010000.0,-3538470.0,-0.0328502994011976,fixed_horizon_exit
2024-08-02,2024-08-08,101.23,106.08,1000,4,4850000.0,4329300.0,0.04268160310811746,fixed_horizon_exit
2025-01-10,2025-01-16,122.98,125.42,900,4,2196000.0,1636002.0,0.014751599419472974,fixed_horizon_exit
2025-02-03,2025-02-07,122.89,119.52,900,4,-3033000.0,-3576906.0,-0.032276077676204266,fixed_horizon_exit
2025-02-10,2025-02-14,119.69,120.87,900,4,1062000.0,520209.0,0.004819586326553177,fixed_horizon_exit
2025-02-25,2025-03-03,117.08,117.84,900,4,684000.0,155088.0,0.0014688763913921388,fixed_horizon_exit
2025-03-12,2025-03-18,114.56,104.88,900,4,-8712000.0,-9201384.0,-0.08906558391596694,fixed_horizon_exit
2025-03-19,2025-03-25,104.88,103.53,900,4,-1215000.0,-1683315.0,-0.017797642700868286,fixed_horizon_exit
2025-03-26,2025-04-01,102.69,102.69,900,4,0.0,-462105.0,-0.00499001996007984,fixed_horizon_exit
2025-04-02,2025-04-09,96.55,94.78,1000,4,-1770000.0,-2247440.0,-0.02323101079043363,fixed_horizon_exit
