entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-06-22,2023-06-28,22.9,22.67,4300,4,-989000.0,-1478383.0,-0.014983569977948034,fixed_horizon_exit
2023-06-29,2023-07-05,22.38,22.09,4300,4,-1247000.0,-1724429.0,-0.01788335750304574,fixed_horizon_exit
2023-07-07,2023-07-13,22.05,22.99,4300,4,4042000.0,3555799.0,0.03742763905295984,fixed_horizon_exit
2023-07-14,2023-07-20,23.18,23.76,4300,4,2494000.0,1988148.0,0.019906692223835332,fixed_horizon_exit
2023-07-24,2023-07-28,23.76,24.12,4200,4,1512000.0,1008504.0,0.010085888828403798,fixed_horizon_exit
2023-07-31,2023-08-04,24.27,23.03,4200,4,-5208000.0,-5702046.0,-0.05582695342730279,fixed_horizon_exit
2023-08-07,2023-08-11,23.18,22.92,4200,4,-1092000.0,-1575504.0,-0.01615061507700733,fixed_horizon_exit
2023-08-15,2023-08-21,22.74,21.29,4200,4,-6090000.0,-6549270.0,-0.06843612686675901,fixed_horizon_exit
2023-09-19,2023-09-25,22.23,19.73,4000,4,-10000000.0,-10414600.0,-0.11688947790429038,fixed_horizon_exit
2023-09-26,2023-10-02,19.98,19.54,3900,4,-1716000.0,-2100462.0,-0.026902151652650655,fixed_horizon_exit
2023-10-17,2023-10-23,19.11,19.25,4000,4,560000.0,176120.0,0.002299430443143018,fixed_horizon_exit
2023-11-06,2023-11-10,19.14,20.31,4000,4,4680000.0,4283160.0,0.05583347411759553,fixed_horizon_exit
2023-12-08,2023-12-14,20.74,20.23,3900,4,-1989000.0,-2387463.0,-0.029457478485651646,fixed_horizon_exit
2023-12-15,2023-12-21,20.23,21.14,3900,4,3549000.0,3143868.0,0.03976821443617955,fixed_horizon_exit
2023-12-22,2023-12-28,21.0,20.05,3900,4,-3705000.0,-4103385.0,-0.05000237619998099,fixed_horizon_exit
2023-12-29,2024-01-05,20.2,19.47,3800,4,-2774000.0,-3149478.0,-0.04094830141696804,fixed_horizon_exit
2024-12-24,2024-12-30,24.43,23.13,3000,4,-3900000.0,-4254750.0,-0.05793774710096794,fixed_horizon_exit
2024-12-31,2025-01-07,23.25,22.64,3000,4,-1830000.0,-2173260.0,-0.031095658146073443,fixed_horizon_exit
2025-04-10,2025-04-16,17.57,18.54,3800,4,3686000.0,3341112.0,0.04994223277974501,fixed_horizon_exit
2025-04-17,2025-04-23,18.83,18.67,3800,4,-608000.0,-963946.0,-0.013444698494672896,fixed_horizon_exit
2025-04-24,2025-05-05,18.63,19.36,3700,4,2701000.0,2348242.0,0.033998562188559005,fixed_horizon_exit
2025-05-06,2025-05-12,19.4,19.97,3700,4,2109000.0,1743773.0,0.024244809350371422,fixed_horizon_exit
2025-11-21,2025-11-27,29.1,28.34,2500,4,-1900000.0,-2258050.0,-0.030976534902703183,fixed_horizon_exit
2025-11-28,2025-12-04,28.34,27.81,2500,4,-1325000.0,-1675275.0,-0.023598181195829935,fixed_horizon_exit
2025-12-05,2025-12-11,27.76,25.09,2500,4,-6675000.0,-7001975.0,-0.10069162827083585,fixed_horizon_exit
2025-12-12,2025-12-18,25.09,25.18,2500,4,225000.0,-89300.0,-0.0014208331046157983,fixed_horizon_exit
