item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,381755429090.0,71352017625.0,4845710453.0,1699436335486.0,1704889731818.0,273625899386.0,395788911282.0,1036163026535.0,629456243885.0,552357061937.0,1315902373342.0,1412107832074.0,586111954007.0,537718943994.0,1267564641777.0,1228828666056.0,625448317469.0,853376979457.0,11114896003.0,14634556042.0,192274233970.0,2449054145.0,354821292801.0,68075861149.0,162196936449.0,8255352321.0,2627815972.0,648610433949.0,437943634657.0,19926802911.0,506525735876.0,360578573688.0,104332489333.0,53510516651.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,0.0,-9680150513.0,0.0,0.0,0.0,-10281555066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doanh thu thuần,Net sales,net_sales,381755429090.0,61671867112.0,4845710453.0,1699436335486.0,1704889731818.0,263344344320.0,395788911282.0,1036163026535.0,629456243885.0,552357061937.0,1315902373342.0,1412107832074.0,586111954007.0,537718943994.0,1267564641777.0,1228828666056.0,625448317469.0,853376979457.0,11114896003.0,14634556042.0,192274233970.0,2449054145.0,354821292801.0,68075861149.0,162196936449.0,8255352321.0,2627815972.0,648610433949.0,437943634657.0,19926802911.0,506525735876.0,360578573688.0,104332489333.0,53510516651.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-152086280961.0,-12280415873.0,-2406146535.0,-1299785505649.0,-1476277369335.0,-102708659675.0,-144588702999.0,-358722273964.0,-380167894530.0,-339112942603.0,-677615277537.0,-692445183170.0,-201143044114.0,-132046254142.0,-411580871802.0,-111997442079.0,-99330115222.0,-95225567040.0,-4948067546.0,-28625743434.0,-20374104018.0,-715780453.0,-43638448894.0,-9193173031.0,-943816913.0,-6562531270.0,-1284088411.0,-414002247959.0,-262948486216.0,-14973704752.0,-256367712711.0,-70498026992.0,-2446206461.0,-51169877923.0
Lợi nhuận gộp,Gross Profit,gross_profit,229669148129.0,49391451239.0,2439563918.0,399650829837.0,228612362483.0,160635684645.0,251200208283.0,677440752571.0,249288349355.0,213244119334.0,638287095805.0,719662648904.0,384968909893.0,405672689852.0,855983769975.0,1116831223977.0,526118202247.0,758151412417.0,6166828457.0,-13991187392.0,171900129952.0,1733273692.0,311182843907.0,58882688118.0,161253119536.0,1692821051.0,1343727561.0,234608185990.0,174995148441.0,4953098159.0,250158023165.0,290080546696.0,101886282872.0,2340638728.0
Doanh thu hoạt động tài chính,Financial income,financial_income,26741197.0,2269264621.0,23604852.0,2233539681.0,893214772.0,2347323031.0,137102226.0,3315393129.0,416775930.0,843424285.0,999081825.0,3863052310.0,472900642.0,3258982039.0,460107965.0,2546816867.0,536649587.0,829096503.0,1249028315242.0,16391286161.0,2499127641.0,529842595820.0,550568961.0,421464426936.0,1140879929.0,202542206791.0,194042970872.0,3731510135.0,1880043903.0,225927985565.0,1759855950.0,408428427827.0,907061338471.0,474401816270.0
Chi phí tài chính,Financial expenses,financial_expenses,-227062000.0,227062000.0,0.0,0.0,-413595.0,0.0,0.0,-4923963657.0,0.0,-6692430098.0,-10387703196.0,-13984035862.0,-21499030188.0,-29311074903.0,-39354793975.0,-73176762212.0,-106098478101.0,-153822745150.0,-157385090349.0,-221137622401.0,-96182621084.0,-104548866046.0,-113120297485.0,-87774382232.0,-65512916886.0,-72976161887.0,-74514830270.0,-106861248412.0,-67026330904.0,-63942007317.0,-74267425883.0,-143805691830.0,-431925846706.0,-104661525925.0
Chi phí lãi vay,Interest expenses,interest_expenses,-227062000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9723369863.0,-13320308836.0,-19991373471.0,-28235629217.0,-37919088420.0,-70850720543.0,-100851976436.0,-130813620153.0,-132220048686.0,-140467790818.0,-88146246077.0,-93273334596.0,-86137270717.0,-78777059477.0,-65512916886.0,-72976161887.0,-74414830270.0,-71957091362.0,-66840290197.0,-62016885629.0,-74242425883.0,-143680691830.0,-86156077857.0,-101070104794.0
Chi phí bán hàng,Selling expenses,selling_expenses,-22873608016.0,-3473061307.0,-4338445976.0,-10622925295.0,-15722750192.0,-24245043193.0,-28678258422.0,-55387976332.0,-27974175362.0,-26210960292.0,-36609861028.0,-27889437382.0,-4210194082.0,-4503456732.0,-4531309731.0,-4763005525.0,-5349309941.0,-6557236167.0,-8136697194.0,-4504003708.0,-3698916646.0,-3546057616.0,-3473973034.0,-3754829581.0,-3112978211.0,-2743083280.0,-4332611707.0,-26677435817.0,-6594788132.0,-1275123499.0,-7311135295.0,-9368684398.0,-16117362087.0,-3533773627.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-17834237592.0,-17859218934.0,-18932844404.0,-24948204759.0,-20720305681.0,-21765480081.0,-22882173318.0,-27741269177.0,-23409944638.0,-28811241959.0,-31706818977.0,-45184328157.0,-43129895425.0,-44306767417.0,-56079480298.0,-77409560849.0,-60117286067.0,-82040835769.0,-66064049863.0,-72403111688.0,-42502689755.0,-40978845361.0,-44828275262.0,-71128688174.0,-43424231984.0,-43671949903.0,-44035903540.0,-64079703213.0,-38651144553.0,-40083214540.0,-46703350944.0,-111078831186.0,-92969633405.0,-231896927353.0
