item,item_en,item_id,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1,2025-Q2,2025-Q3,2025-Q4,2026-Q1,2026-Q2
Doanh thu bán hàng và cung cấp dịch vụ,Sales,sales,1973446241603.0,1504862589256.0,2118073056819.0,3028906239859.0,1920163118538.0,2267499254969.0,1493083865826.0,3655601294750.0,1323142175979.0,2450270520620.0,1599303068036.0,2549120844009.0,1409194337419.0,1695747550260.0,883020073488.0,3112322364373.0,1436881188991.0,1933149922674.0,2264229812652.0,893960486996.0,791503407345.0,1099636747480.0,1143151894342.0,5169656525749.0,811854842155.0,1158883337021.0,1241330505674.0,2101418291397.0,1847315916654.0,2919634610319.0,828736842448.0,1376775027457.0,1106202866362.0,892726444788.0
Các khoản giảm trừ doanh thu,Sales deductions,sales_deductions,-66774937416.0,-386412929307.0,-36941686517.0,-1626739685094.0,-581874758366.0,-223001217004.0,-101909948345.0,-131304319709.0,-93779964932.0,-23532604617.0,-45718505928.0,-36033527520.0,-10268173593.0,-2787512842.0,-121793987682.0,-862510676.0,-3532339567.0,-1633420121.0,-784689939.0,-15139358177.0,-88963195.0,-6015305115.0,-15806235204.0,-110031898853.0,-249397609.0,-2865100307.0,-13718249377.0,-57417668327.0,-4800617372.0,-16037731292.0,-352541406.0,-320513652.0,-1242399809.0,-1829461747.0
Doanh thu thuần,Net sales,net_sales,1906671304187.0,1118449659949.0,2081131370302.0,1402166554765.0,1338288360172.0,2044498037965.0,1391173917481.0,3524296975041.0,1229362211047.0,2426737916003.0,1553584562108.0,2513087316489.0,1398926163826.0,1692960037418.0,761226085806.0,3111459853697.0,1433348849424.0,1931516502553.0,2263445122713.0,878821128819.0,791414444150.0,1093621442365.0,1127345659138.0,5059624626896.0,811605444546.0,1156018236714.0,1227612256297.0,2044000623070.0,1842515299282.0,2903596879027.0,828384301042.0,1376454513805.0,1104960466553.0,890896983041.0
Giá vốn hàng bán,Cost of sales,cost_of_sales,-1248900415964.0,-424083500267.0,-1507672598290.0,-162777733645.0,-846450158516.0,-1073652622880.0,-761908723727.0,-2121218557972.0,-664906826826.0,-1799479911726.0,-827656487712.0,-1182036026484.0,-818970099653.0,-944583714867.0,-343293972016.0,-1632022968621.0,-612712205882.0,-970747788139.0,-1588538391533.0,-573677202118.0,-385007024529.0,-502100863122.0,-398988805508.0,-2469341654481.0,-237401006651.0,-520081459227.0,-385324187254.0,-598057537206.0,-1138364733208.0,-995565376975.0,-318477211453.0,-336411085080.0,-422309943837.0,-346680373943.0
Lợi nhuận gộp,Gross Profit,gross_profit,657770888223.0,694366159682.0,573458772012.0,1239388821120.0,491838201656.0,970845415085.0,629265193754.0,1403078417069.0,564455384221.0,627258004277.0,725928074396.0,1331051290005.0,579956064173.0,748376322551.0,417932113790.0,1479436885076.0,820636643542.0,960768714414.0,674906731180.0,305143926701.0,406407419621.0,591520579243.0,728356853630.0,2590282972415.0,574204437895.0,635936777487.0,842288069043.0,1445943085864.0,704150566074.0,1908031502052.0,509907089589.0,1040043428725.0,682650522716.0,544216609098.0
Doanh thu hoạt động tài chính,Financial income,financial_income,9333288603.0,34524223243.0,29018958106.0,24127774612.0,465999431795.0,-74812984478.0,26905877406.0,61088055863.0,3783272095.0,21127338536.0,3358639601.0,5215046339.0,31156999325.0,11664654336.0,13482967259.0,12704947766.0,22451179484.0,71568985577.0,10912350277.0,12071893855.0,51809980554.0,10254535603.0,6835897936.0,19783192444.0,2743926927.0,135343025352.0,3415283010.0,26277741742.0,101989129200.0,50656482560.0,10014946425.0,16108613616.0,63077054543.0,20943786087.0
Chi phí tài chính,Financial expenses,financial_expenses,-178573972106.0,-169440758102.0,-165514905102.0,-133407068646.0,-193250906352.0,-170185534648.0,-157865454693.0,-140260283191.0,-146614384329.0,-132556344763.0,-159185516634.0,-95489690694.0,-153028964714.0,-159285336008.0,-163030841826.0,-567753115676.0,-265737553229.0,-223101347519.0,-139600366186.0,-253676228468.0,-191330511557.0,-268835583400.0,-149163519544.0,-296272674775.0,-164303405140.0,-447578942504.0,-342114762701.0,-356353908139.0,-308481903325.0,-382972499452.0,-308489384822.0,-434257496526.0,-344487711667.0,-548994430907.0
Chi phí lãi vay,Interest expenses,interest_expenses,-168365263993.0,-176587278220.0,-154987546181.0,-107098989746.0,-180662614107.0,-174857000181.0,-147339354832.0,-124177158014.0,-146595918686.0,-128114443291.0,-146324183033.0,-138414131061.0,-153008345674.0,-159285336008.0,-162328570763.0,-346887363421.0,-265737553229.0,-218183164206.0,-139600366186.0,-253481785716.0,-191322372257.0,-268835583400.0,-149163519544.0,-296232583775.0,-164303405140.0,-432544650334.0,-341913645651.0,-356217458064.0,-291545659240.0,-369263772437.0,-307652888122.0,-407440988490.0,-342421456114.0,-538969800607.0
Chi phí bán hàng,Selling expenses,selling_expenses,-110281687703.0,-163815645812.0,-129744749479.0,-268821251697.0,-167942834742.0,-175904551287.0,-180278055874.0,-271607533433.0,-164316192105.0,-161394871483.0,-151942208654.0,-212704510319.0,-127374652133.0,-187815306306.0,-138155017996.0,-174111884004.0,-164881188918.0,-127148517540.0,-166935832381.0,-304667714079.0,-146195321950.0,-250627440979.0,-181662769995.0,-290173141916.0,-203094905090.0,-321926688567.0,-223608598130.0,-318710089092.0,-256536743467.0,-261192215819.0,-204377843804.0,-278961065514.0,-204811908406.0,-214513489978.0
Chi phí quản lý doanh nghiệp,General and admin expenses,general_and_admin_expenses,-85707489510.0,-97169955075.0,-98731874432.0,-219526451661.0,-83026432944.0,-88364261606.0,-104052938134.0,-511871061942.0,-81769305748.0,-93340421720.0,-88500929364.0,-450689080775.0,-96441514564.0,-90519916472.0,-97000996749.0,-276969747300.0,-110552985228.0,-70537815623.0,-115856767191.0,-239628580461.0,-94867536696.0,-124165508188.0,-140851792277.0,-223480791168.0,-145857407165.0,-221960434969.0,-139188970396.0,-139386538530.0,-136614275622.0,-135154244475.0,-128958829935.0,-334612562996.0,-117976659679.0,-125406774258.0
