entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2026-03-09,2026-03-13,26.0,25.95,3800,4,-190000.0,-683430.0,-0.006903500690925841,fixed_horizon_exit
2026-03-27,2026-04-02,27.25,26.0,3600,4,-4500000.0,-4977000.0,-0.050632679594938564,fixed_horizon_exit
