date,raw_signal,executed_position,asset_return,executed_shares,liquidity_cap_shares,capital_utilization,turnover,transaction_cost,gross_strategy_return,net_strategy_return,transaction_cost_value,gross_pnl,net_pnl,equity_curve,drawdown
2023-11-20,0,0.0,-0.0021897810218978186,0,71800,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-11-21,0,0.0,0.008817046289493202,0,72300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2023-11-22,0,0.0,-0.022578295702840534,0,73300,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,1.0,0.0
2023-11-23,1,1.0,-0.011127596439169163,7400,69600,0.99752,1.98394,0.0049543,-0.011100000000000023,-0.016054300000000025,495430.0,-1110000.0000000023,-1605430.0000000023,0.9839456999999999,-0.016054300000000077
2023-11-24,0,0.0,-0.00900225056264059,0,72000,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9839456999999999,-0.016054300000000077
2023-11-27,0,0.0,0.0,0,71700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839456999999999,-0.016054300000000077
2023-11-28,0,0.0,0.0022556390977443996,0,72000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839456999999999,-0.016054300000000077
2023-11-29,0,0.0,-0.004501125281320406,0,72000,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9839456999999999,-0.016054300000000077
2023-11-30,0,0.0,-0.008961911874533324,0,72000,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9839456999999999,-0.016054300000000077
2023-12-01,0,0.0,0.01125281320330096,0,72500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839456999999999,-0.016054300000000077
2023-12-04,0,0.0,-0.00667655786350152,0,75100,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9839456999999999,-0.016054300000000077
2023-12-05,0,0.0,0.006721433905899854,0,75700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839456999999999,-0.016054300000000077
2023-12-06,0,0.0,0.005192878338278861,0,73200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839456999999999,-0.016054300000000077
2023-12-07,0,0.0,0.0,0,74400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839456999999999,-0.016054300000000077
2023-12-08,0,0.0,-0.0022091310751104487,0,73800,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.9839456999999999,-0.016054300000000077
