date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-14,24.67833681118572,24.98752013674291,25.356144297816737,25.63461372293574,26.07166849136512,0.5041,25.35
2026-08-17,24.428615853188315,24.832729653898248,25.315629150063014,25.77458678094357,26.35106064642681,0.49155,25.35
2026-08-18,24.13612243261389,24.72572705121064,25.368437383470575,25.934211870623994,26.483074529925123,0.50155,25.35
2026-08-19,23.995565439646526,24.679817542486497,25.418816550731556,26.004233664406293,26.460304250580574,0.51335,25.35
2026-08-20,23.933337882597645,24.624682936429608,25.333751205767157,26.004927959062822,26.64996740752678,0.4952,25.35
2026-08-21,23.76660629720021,24.475265005922115,25.305674232316402,26.119297380550805,26.87910036062998,0.48625,25.35
2026-08-24,23.633377137460016,24.40133832523561,25.29154566628671,26.189273140909794,27.09276232740127,0.4825,25.35
2026-08-25,23.50798517520874,24.339129693499764,25.287107425570888,26.24820823642151,27.1575095383747,0.4831,25.35
2026-08-26,23.423473285035364,24.301041139463134,25.281232282718946,26.26441377516694,27.21562870588783,0.482,25.35
2026-08-27,23.346253937397165,24.23730578577086,25.243878619521492,26.299493278417152,27.29043193952416,0.4753,25.35
2026-08-28,23.213563928709892,24.147136231320495,25.251236528105203,26.392093344156553,27.48822492473034,0.47655,25.35
2026-09-03,23.060987913714968,24.076268453739452,25.227027008435133,26.422995319098582,27.643714825028585,0.4731,25.35
2026-09-04,23.004228365978108,24.029443883309135,25.219073668016737,26.45891618277125,27.700976392735257,0.46965,25.35
2026-09-07,22.94340301378333,24.004290780359305,25.195944689911187,26.474317417656664,27.755424334996842,0.4635,25.35
2026-09-08,22.88587877825704,23.958373980473873,25.17645287061202,26.478452237828872,27.824426938871692,0.46165,25.35
2026-09-09,22.757984442733544,23.883555543872543,25.156961960990092,26.5491677820581,28.00380675823625,0.4601,25.35
2026-09-10,22.646868432608414,23.823837520807505,25.17822554053395,26.624496918865027,28.136966612781077,0.4649,25.35
2026-09-11,22.59400502234677,23.79461899068139,25.173950482512435,26.658239640844513,28.193068865471925,0.467,25.35
2026-09-14,22.50973806900062,23.753974993369315,25.157499419166122,26.672761136132266,28.22269998712401,0.4641,25.35
2026-09-15,22.477435488357365,23.710781991530922,25.12167404347467,26.679301945977684,28.309369580464068,0.46025,25.35
