date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_open,market_close,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,target_entry_open_5d,target_exit_close_5d,target_return_5d,target_market_return_5d,target_excess_return_5d,swing_execution_open,swing_execution_close,predicted_excess_return_5d,entry_margin,fold
2023-03-02,7.66,7.68,7.53,7.55,3839636,-0.01436031331592691,0.009358288770053402,0.009358288770053402,-0.0406607369758577,-0.04671717171717171,-0.08150851581508523,7.57,7.8549999999999995,7.903833333333333,7.741060670501156,7.848010923559394,-0.1069502530582378,-0.05569502885677404,-0.05125522420146376,-0.014165596431554676,-0.006788771417412419,40.463281582955766,7.8549999999999995,0.2052341409989253,8.26546828199785,7.444531718002149,0.1045113385099555,0.12847312036451497,0.21659604275033653,0.028688217582826032,13.367399804608361,18.592545434035383,26.98511233284695,18.68131868131869,18.05214393449691,1667821536.0,1699824095.05,0.2775999319089481,1.258567732772352,1.845932852237647,7552068.1,-1.3420269560070262,0.5084217924359025,0.019867549668874104,-0.038828771483131685,-0.04476730700293108,3.0,3.0,-0.019762845849802257,0.0,1039.0,1037.61,-0.0028254288597376886,-0.015232617732475529,-0.03710130940339096,0.20309334224156145,-0.01153488445618922,-0.025428119243382175,-0.04440720641169427,-0.04611825402335912,1.4170171744972608,0.8772007127895877,7.59,7.72,0.017127799736495364,0.017194875252865893,-6.707551637052944e-05,7.59,7.44,0.0018485299,0.0,1
2023-03-03,7.59,7.59,7.44,7.44,4743691,-0.014569536423840956,-0.028720626631853707,-0.005347593582887722,-0.03124999999999989,-0.0522292993630572,-0.0780669144981413,7.522,7.8235,7.899166666666667,7.694743644270209,7.817787892184624,-0.12304424791441537,-0.06916487266830232,-0.053879375246113054,-0.016538205364840776,-0.007241851511574335,37.82559512356971,7.8235,0.2184219720969588,8.260343944193918,7.386656055806083,0.11167481157893981,0.06105606464609467,0.2118391825538839,0.028473008407780092,14.109754857787188,17.652181892529445,28.654921170977968,6.5934065934066535,18.681318681318732,1663077845.0,1697321459.8,0.2754114321704261,1.2723385003003416,1.9291961357703786,7287960.55,-0.9185661081017339,0.6508941654466008,0.020161290322580572,-0.04901898127436566,-0.05812849456693747,4.0,3.0,-0.005298013245033095,0.0,1038.1,1024.77,-0.012374591609564223,-0.01422717303474541,-0.04862832474585721,0.20641212690861882,-0.0021949448142767336,-0.01702282696525448,-0.029438589752284083,-0.03094331113486226,1.44805892126243,0.9009292090097926,7.55,7.7,0.019867549668874274,0.01967695704380823,0.0001905926250660439,7.55,7.51,0.0015586223,0.0,1
2023-03-06,7.55,7.68,7.51,7.51,6834609,0.009408602150537515,-0.005298013245033095,-0.019582245430809442,0.00401069518716568,-0.0841463414634146,-0.07398273736128236,7.5280000000000005,7.7935,7.888333333333333,7.666321545151715,7.794988789059837,-0.12866724390812223,-0.08106534691626631,-0.04760189699185592,-0.01713278880267939,-0.006338468307837007,40.48437923387038,7.7935,0.21820499777186453,8.229909995543728,7.357090004456271,0.1119933266295576,0.1751907576649523,0.21385066951432072,0.02847545532813858,14.216334805610838,19.24323751646798,26.357863971252854,14.285714285714286,13.18681318681322,1669912454.0,1694828573.05,0.2777566980383424,1.2161667861264263,1.688556181966231,7297709.05,-0.16731896576060235,0.9365417219531382,0.022636484687083878,-0.03637646756912816,-0.04796112402281849,0.0,3.0,0.0,0.0,1032.68,1027.18,0.0023517472213276935,0.005806609547123642,-0.0570187920572115,0.20092759935305854,0.0070568549292098215,-0.001795914359957962,-0.01696394530407086,-0.017989696041853742,1.464327334404105,0.8896434219888033,7.55,7.59,0.005298013245033095,0.018221207783666538,-0.012923194538633442,7.55,7.55,0.0015586223,0.0,1
2023-03-07,7.55,7.64,7.53,7.55,6176635,0.005326231691078487,0.014784946236559016,0.0,0.009358288770053402,-0.06443618339529122,-0.051507537688442184,7.542,7.772999999999999,7.876833333333334,7.648425922820682,7.776841471351701,-0.12841554853101922,-0.09053538723921689,-0.03788016129180233,-0.017008681924638308,-0.005017239906198984,42.010426506118414,7.772999999999999,0.22098106610959956,8.214962132219197,7.3310378677807995,0.11371726031627401,0.24771594244934342,0.20786133597758352,0.027531302778487886,14.315301900018515,18.383591326522726,25.180388646812666,18.68131868131869,13.18681318681322,1676089089.0,1693028469.85,0.2737594810325778,1.0849652318720306,1.557213066155508,7222589.0,-0.37661558969685294,0.855182954477958,0.014569536423840984,-0.028689051846133906,-0.04149298575992899,1.0,3.0,0.017310252996005415,1.0,1033.96,1037.84,0.010377927919157148,0.012843033922785407,-0.026270359528634657,0.19337739936956203,-0.0050516962280786615,-0.003484745152732005,-0.025237178159807527,-0.02591805477708442,1.4649265363051727,0.8889600351155722,7.51,7.46,-0.0066577896138482195,0.011042312664638398,-0.017700102278486618,7.51,7.64,0.0015586223,0.0,1
2023-03-08,7.51,7.64,7.46,7.64,7411679,0.01192052980132452,0.017310252996005415,0.026881720430107503,-0.0026109660574412663,-0.03535353535353536,-0.04260651629072687,7.537999999999999,7.756,7.876166666666666,7.647129627002116,7.76670506606639,-0.11957543906427404,-0.09634339760422833,-0.023232041460045705,-0.015651235479617023,-0.0030408431230426317,45.40258621787699,7.756,0.21726529986701432,8.190530599734029,7.321469400265972,0.1120501804368304,0.36652263376733085,0.20587124055061326,0.02694649745426875,14.745554469961924,17.23549283894245,26.036516707721795,28.571428571428573,20.512820512820525,1683500768.0,1691319223.6,0.2780477082887398,0.9772604031152834,1.1470966478829345,7313445.95,0.035710997232380255,1.0134318419349226,0.023560209424083732,-0.014956162970603426,-0.029984975770785294,2.0,3.0,0.007832898172323688,1.0,1028.77,1049.18,0.010926539736375585,0.008293690836576939,-0.0214881274365335,0.19660104586982471,0.0009939900649489353,-0.010904656894018205,-0.02111838885419337,-0.021582148818356406,1.4285090141511307,0.8704367010573805,7.66,7.72,0.007832898172323688,0.011022168073785865,-0.0031892699014621773,7.66,7.72,0.0015586223,0.0,1
2023-03-09,7.66,7.79,7.64,7.72,8063021,0.010471204188481575,0.02251655629139071,0.02796271637816239,0.02251655629139071,-0.019059720457433316,-0.03500000000000003,7.572,7.742,7.879666666666666,7.658340453617175,7.763245431542954,-0.10490497792577891,-0.09805571366853845,-0.006849264257240459,-0.013588727710593123,-0.0008872103960156035,48.29771745259538,7.742,0.20960112494673128,8.161202249893462,7.322797750106537,0.10829301211404346,0.4737596828194613,0.2018804376541409,0.02615031575830841,14.159412611413881,21.628006482313925,24.65469545622827,37.36263736263738,28.205128205128222,1691563789.0,1689696321.2,0.28119089354092885,0.8894724667512158,0.8556824764595976,7399789.8,0.24156278332070233,1.0896283837684146,0.01943005181347155,-0.0028416429863085124,-0.020263124497652107,3.0,3.0,-0.002590673575129432,0.0,1050.61,1055.95,0.006452658266455691,0.017675234432976028,-0.007593770852325488,0.19666523637745878,0.0040185459220258846,0.004841321858414682,-0.027406229147674543,-0.02761593825465236,1.4202194944671793,0.8713158133759585,7.72,7.57,-0.01943005181347146,-0.0029794484688679956,-0.016450603344603465,7.72,7.7,0.0015586223,0.0,1
2023-03-10,7.72,7.72,7.64,7.7,5297277,-0.002590673575129432,0.007853403141361293,0.019867549668874274,0.034946236559139754,0.0026041666666667407,-0.030226700251889227,7.6240000000000006,7.7299999999999995,7.877166666666667,7.664749614599148,7.7585605847619945,-0.09381097016284645,-0.09720676496740005,0.003395794804553598,-0.012183242878291747,0.000441012312279688,47.61790184490743,7.7299999999999995,0.20447622432883825,8.138952448657676,7.321047551342323,0.10580917170961877,0.4633209189742356,0.19317469210741656,0.025087622351612538,13.615138028476412,20.988230085509095,23.92538680560415,35.164835164835225,33.699633699633736,1686266512.0,1688108264.8,0.28037084147366664,0.85310513467732,0.846270479202365,7364943.8,-0.7468036367656649,0.7192555902463235,0.010389610389610398,-0.0038809831824061503,-0.022491166451558242,4.0,3.0,0.007968127490039834,1.0,1050.53,1053.0,-0.002793692883185761,0.02754764483737815,-0.0021794750307968513,0.19471186517880543,0.00020301930805632917,0.007398591721761605,-0.028047225221092376,-0.02810848696658952,1.390286506493666,0.8846875583132591,7.53,7.57,0.005312084993359889,-0.0017288313673049505,0.0070409163606648395,7.53,7.59,0.0015586223,0.0,1
2023-03-13,7.53,7.64,7.53,7.59,8532794,-0.014285714285714346,-0.016839378238341918,-0.00654450261780104,0.010652463382157196,0.014705882352941124,-0.028169014084507005,7.640000000000001,7.718999999999999,7.872000000000001,7.653249673891587,7.7460746155203655,-0.09282494162877875,-0.0963304002996758,0.003505458670897049,-0.01222990008284305,0.0004618522623052766,43.95348233669035,7.718999999999999,0.20585891949786878,8.130717838995738,7.307282161004262,0.10667647078526693,0.34333931180313093,0.1915193569568868,0.02523311685861486,13.70294676027649,19.657518226095718,26.510983058194455,32.30769230769233,34.945054945054984,1677733718.0,1686587267.6,0.27898567396498725,0.8592205150242274,0.8912856918058404,7297884.6,0.4539200960045029,1.1692147064095808,0.014492753623188331,-0.01671200932763306,-0.03582317073170738,0.0,3.0,-0.017127799736495364,0.0,1046.95,1052.8,-0.00018993352326690527,0.024942074417336757,0.008718980549966338,0.19037862788537874,-0.01409578076244744,-0.014289611035179561,-0.03688799463447334,-0.036569148936170026,1.3901205699358834,0.8817687010096299,7.59,7.51,-0.010540184453227908,-0.024969026970361075,0.014428842517133167,7.59,7.46,0.0018485299,0.0,1
2023-03-14,7.59,7.61,7.46,7.46,8474513,-0.017127799736495364,-0.03116883116883118,-0.033678756476683946,-0.01192052980132452,-0.002673796791443861,-0.036175710594315236,7.622,7.705,7.868333333333334,7.623518954831343,7.724883903259598,-0.10136494842825527,-0.09733730992539169,-0.004027638502863584,-0.013587794695476578,-0.0005398979226358692,40.03259778669049,7.705,0.21372633756373824,8.132452675127476,7.277547324872524,0.11095462040946821,0.21341856741575496,0.18855368860282348,0.02527529337839457,14.133630078674345,18.54050869809959,27.65630010050812,14.814814814814827,27.429114095780804,1669259205.0,1684972477.5,0.28343704655482244,0.8593793975863407,0.7545749826215773,7391677.5,0.3970072864718063,1.1464938777429075,0.02010723860589817,-0.03179753406878649,-0.05189578479135781,1.0,3.0,0.010471204188481575,1.0,1049.3,1040.13,-0.01203457446808498,0.0022065058197797693,0.0014345682815990468,0.1947170947176334,-0.005093225268410384,-0.014127035621104289,-0.03761027887591428,-0.037556401653331406,1.3875626828869487,0.8792865074617522,7.64,7.53,-0.014397905759162222,-0.018658631636978784,0.004260725877816562,7.64,7.72,0.0018485299,0.0,1
2023-03-15,7.64,7.74,7.59,7.72,6286291,0.034852546916890104,0.017127799736495364,0.0025974025974024872,0.010471204188481575,0.007832898172323688,-0.011523687580025643,7.638000000000001,7.7005,7.866833333333333,7.6383621925495975,7.724522132647776,-0.08615994009817829,-0.09510183595994902,0.00894189586177073,-0.0111606140023547,0.001158276666032478,49.69745426876747,7.7005,0.21234220147277302,8.125184402945546,7.275815597054454,0.11030047476022241,0.5229582248191255,0.19508556798833612,0.025270151293825923,13.652828088876257,21.39956823982224,24.821000658761445,62.96296296296293,36.695156695156705,1675545496.0,1683345904.45,0.30996441889767684,0.8100666205433372,0.0419332322521419,7379894.55,-0.4003006172840725,0.8518131197416635,0.01943005181347155,0.002532303097201538,-0.018664858795364503,2.0,3.0,-0.01432291666666663,0.0,1052.06,1062.19,0.021208887350619543,0.012400160125050075,0.01334668956306051,0.20643621347433072,0.01364365956627056,-0.0019289559365684994,-0.024870377143086153,-0.024542811852289015,1.4051058418624727,0.8836454743930369,7.68,7.55,-0.01692708333333337,-0.014780097524026092,-0.002146985809307278,7.68,7.57,0.0017760257,0.0,1
