date,open,high,low,close,volume,return_1d,return_2d,return_3d,return_5d,return_10d,return_20d,sma_5,sma_20,sma_60,ema_12,ema_26,macd,macd_signal,macd_hist,macd_pct,macd_hist_pct,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,bb_width_20,bb_position_20,atr_14,atr_pct_14,adx_14,plus_di_14,minus_di_14,stoch_k_14,stoch_d_3,obv,obv_sma_20,volatility_20d,return_skew_20d,return_kurtosis_20d,volume_sma_20,volume_z_20,volume_ratio_20,range_pct,close_vs_sma20,close_vs_sma60,day_of_week,month_of_year,next_return,target_next_up,market_open,market_close,market_return_1d,market_return_5d,market_return_20d,market_volatility_20d,excess_return_1d,excess_return_5d,excess_return_20d,relative_strength_20d,beta_60d,corr_60d,target_entry_open_5d,target_exit_close_5d,target_return_5d,target_market_return_5d,target_excess_return_5d,swing_execution_open,swing_execution_close
2011-11-15,1.08,1.1,1.08,1.08,333650,-0.00917431192660556,-0.018181818181818188,0.0,-0.018181818181818188,-0.14960629921259838,,1.082,,,1.1359092563941025,1.1861578186833297,-0.05024856228922725,-0.03580636892236469,-0.01444219336686256,-0.0465264465640993,-0.01337240126561348,,,,,,,,,,,,,,,-4670620.0,,,,,,,,0.018518518518518535,,,1.0,11.0,0.0092592592592593,1.0,391.63,387.87,-0.009879001378465313,-0.050734214390602106,-0.05590984324797965,0.17580290908192603,0.0007046894518597524,0.03255239620878392,,,,,1.08,1.17,0.08333333333333326,-0.019242132305716142,0.1025754656390494,1.08,1.09
2011-11-16,1.08,1.1,1.07,1.09,963200,0.0092592592592593,0.0,-0.00909090909090915,0.028301886792452935,-0.09917355371900816,,1.0879999999999999,,,1.1288462938719328,1.1790350172993793,-0.05018872342744651,-0.038682839823381054,-0.011505883604065459,-0.04604470039215276,-0.010555856517491247,,,,,,,,,,,,,,,-3707420.0,,,,,,,,0.027522935779816536,,,2.0,11.0,0.0,0.0,389.25,390.89,0.007786113904143077,-0.03529208519460014,-0.03321626434507319,0.17252599307542926,0.0014731453551162232,0.06359397198705308,,,,,1.09,1.17,0.07339449541284382,-0.005986032590621915,0.07938052800346573,1.09,1.09
2011-11-17,1.09,1.09,1.07,1.09,833240,0.0,0.0092592592592593,0.0,0.0092592592592593,-0.09166666666666656,,1.09,,,1.1228699409685585,1.1724398308327586,-0.04956988986420008,-0.04086024983154486,-0.008709640032655216,-0.04547696317816521,-0.00799049544280295,,,,,,,,,,,,,,,-3707420.0,,,,,,,,0.018348623853211024,,,3.0,11.0,0.0185185185185186,1.0,390.91,385.86,-0.012868070301107704,-0.03782759394558999,-0.03811541817275321,0.17581746490252134,0.012868070301107704,0.04708685320484929,,,,,1.08,1.14,0.05555555555555536,-0.003549616328235139,0.0591051718837905,1.08,1.1
2011-11-18,1.08,1.1,1.06,1.1,1468870,0.00917431192660545,0.00917431192660545,0.0185185185185186,0.0,-0.06779661016949146,,1.09,,,1.1193514885118572,1.1670739174377394,-0.04772242892588219,-0.04223268565041233,-0.0054897432754698605,-0.04338402629625653,-0.0049906757049726,,,,,,,,0.0457234929806313,0.04156681180057391,,1.0784726779953784,20.003310812716784,17.857142857142872,,-2238550.0,,,,,,,,0.03636363636363639,,,4.0,11.0,0.05555555555555536,1.0,383.14,379.62,-0.01617166848079621,-0.04208932626797879,-0.05971812845218338,0.1799000672613242,0.025345980407401658,0.04208932626797879,,,,,1.08,1.13,0.04629629629629606,0.007754994742376509,0.03854130155391955,1.08,1.14
2011-11-21,1.08,1.14,1.08,1.14,1247370,0.036363636363636154,0.04587155963302725,0.04587155963302725,0.04587155963302725,0.008849557522123908,,1.1,,,1.122528182586956,1.1650684420719808,-0.04254025948502482,-0.04229420041733483,-0.00024605906768999236,-0.03731601709212704,-0.00021584128744736174,16.69784804593702,,,,,,,0.04674324348201477,0.041002845159662085,,7.092010443289776,18.169281581419888,40.90909090909085,,-991180.0,,,,,,,,0.05263157894736828,,,0.0,11.0,0.026315789473684292,1.0,380.4,379.14,-0.001264422317053926,-0.03216419053453823,-0.0775855776950587,0.1620327805854052,0.03762805868069008,0.07803575016756548,,,,,1.14,1.16,0.01754385964912286,0.015498330948974681,0.0020455287001481803,1.14,1.17
2011-11-22,1.14,1.19,1.14,1.17,1100380,0.026315789473684292,0.06363636363636349,0.07339449541284382,0.08333333333333326,0.06363636363636349,,1.1179999999999999,,,1.1298315391120397,1.1654337426592414,-0.03560220354720167,-0.040955801043308204,0.0053535974961065325,-0.03042923380102707,0.004575724355646609,21.838826176634967,,,,,,,0.04697586894758515,0.040150315339816375,,14.155514660466789,16.7879278605421,74.99999999999997,44.58874458874457,109200.0,,,,,,,,0.04273504273504278,,,1.0,11.0,-0.008474576271186418,0.0,377.46,381.76,0.00691037611436407,-0.015752700647124085,-0.07889784297640301,0.16065972429227374,0.019405413359320223,0.09908603398045734,,,,,1.18,1.17,-0.008474576271186418,-0.005841879787095938,-0.00263269648409048,1.18,1.17
2011-11-23,1.18,1.19,1.16,1.17,580420,0.0,0.026315789473684292,0.06363636363636349,0.07339449541284382,0.10377358490566024,,1.134,,,1.136011302325572,1.165771983943742,-0.029760681618169915,-0.03871677715828055,0.008956095540110634,-0.025436480015529842,0.007654782512915072,21.838826176634967,,,,,,,0.0457633068799005,0.03911393750418847,,13.492685687451232,16.00183669750307,74.99999999999997,63.6363636363636,109200.0,,,,,,,,0.025641025641025664,,,2.0,11.0,-0.02564102564102566,0.0,385.15,388.57,0.017838432523051173,-0.005935173578244468,-0.0508329669255948,0.17513894742950833,-0.017838432523051173,0.07932966899108829,,,,,1.17,1.15,-0.017094017094017144,-0.016965346278985716,-0.00012867081503142863,1.17,1.14
2011-11-24,1.17,1.17,1.14,1.14,545770,-0.02564102564102566,-0.02564102564102566,0.0,0.04587155963302725,0.05555555555555536,,1.144,,,1.136624948121638,1.1638629480960574,-0.027237999974419447,-0.03642102172150833,0.009183021747088883,-0.02389298243370127,0.008055282234288495,20.38012684132238,,,,,,,0.044637356388479044,0.03915557577936758,,12.844956963329393,18.43404822558286,64.28571428571423,71.42857142857139,-436570.0,,,,,,,,0.026315789473684237,,,3.0,11.0,0.0,0.0,387.26,381.78,-0.017474328949738882,-0.010573783237443735,-0.07357437515166232,0.17922786069898575,-0.008166696691286779,0.05644534287047098,,,,,1.13,1.17,0.03539823008849563,-0.004400440044004306,0.039798670132499936,1.13,1.13
2011-11-25,1.13,1.14,1.11,1.13,587810,-0.00877192982456143,-0.03418803418803418,-0.03418803418803418,0.027272727272727115,0.027272727272727115,,1.15,,,1.1356057253336935,1.1613545815704236,-0.025748856236730067,-0.03428658862455268,0.008537732387822614,-0.02278659843958413,0.007555515387453641,19.902909206514693,,,,,,,0.0435918309321591,0.03857684153288416,,12.213533433049165,22.443610995400036,57.142857142857075,65.47619047619042,-1024380.0,,,,,,,,0.02654867256637151,,,4.0,11.0,0.01754385964912286,1.0,381.78,383.35,0.004112315993504145,0.009825615088772999,-0.07570825798673897,0.17766293458387802,-0.012884245818065576,0.017447112183954117,,,,,1.14,1.17,0.026315789473684292,-0.005595275101025865,0.03191106457471016,1.14,1.16
2011-11-28,1.14,1.17,1.13,1.16,1119140,0.026548672566371723,0.01754385964912286,-0.008547008547008517,0.01754385964912286,0.06422018348623837,,1.154,1.1345,,1.1393586906669715,1.1612542421948366,-0.021895551527865154,-0.031808381205215175,0.009912829677350021,-0.01887547545505617,0.008545542825301743,25.53618268627814,1.1345,0.053653370914848474,1.241806741829697,1.0271932581703032,0.1891701045917971,0.6188182567339063,0.04333527157986202,0.037357992741260365,,16.353115301052625,20.963878654832477,78.57142857142854,66.66666666666661,94760.0,-2549954.5,,,,1020039.5,0.19474566240951793,1.0971535906207555,0.03448275862068969,0.022476862053768087,,0.0,11.0,0.008620689655172376,1.0,386.04,383.31,-0.00010434328942221516,0.010998575724006976,-0.0918331082521856,0.15937924912843468,0.026653015855793938,0.006545283925115886,,,,,1.16,1.19,0.02586206896551735,0.014023536730779274,0.011838532234738075,1.16,1.17
2011-11-29,1.16,1.18,1.16,1.17,1368920,0.008620689655172376,0.03539823008849563,0.026315789473684292,0.0,0.08333333333333326,-0.07874015748031504,1.154,1.1295,,1.1440727382566682,1.1619020761063301,-0.017829337849661897,-0.02901257253410452,0.011183234684442624,-0.015238750298856324,0.009558320243113354,27.369866141118237,1.1295,0.04418561328139086,1.2178712265627816,1.0411287734372183,0.1564784888229865,0.7291469835559402,0.041668466467014734,0.035614073903431395,,17.506672948282187,20.24514814666656,85.7142857142857,73.80952380952377,1463680.0,-2476770.5,0.3762300666361059,-0.2141292000174042,-0.7257373564620647,952521.0,1.263635628901829,1.4371546664063048,0.01709401709401711,0.03585657370517925,,1.0,11.0,-0.025423728813559365,0.0,385.78,382.9,-0.0010696303253242556,0.0029861693210393447,-0.07471847663235232,0.1498483641034483,0.009690319980496631,-0.0029861693210393447,-0.0040216808479627275,-0.004346440241587701,,,1.18,1.17,-0.008474576271186418,0.021786948779721316,-0.030261525050907734,1.18,1.15
2011-11-30,1.18,1.18,1.15,1.15,1192350,-0.017094017094017144,-0.008620689655172376,0.017699115044247815,-0.017094017094017144,0.05504587155963292,-0.04958677685950419,1.15,1.1265,,1.1449846246787192,1.1610204408391946,-0.016035816160475447,-0.026417221259378707,0.01038140509890326,-0.013944187965630824,0.00902730878165501,25.99131765291277,1.1265,0.04029823033857747,1.207096460677155,1.045903539322845,0.14309180768247665,0.6457880395898137,0.040835004576513685,0.03550869963175103,,16.587993017572277,20.931963573899708,69.23076923076918,77.83882783882781,271330.0,-2400443.0,0.34391319754707234,-0.055314686087055996,-0.685970312179451,949377.5,0.7435504387315743,1.255928226653781,0.026086956521739157,0.020861074123391,,2.0,11.0,0.008620689655172376,1.0,381.88,380.69,-0.005771741969182509,-0.020279486321640894,-0.06645577380514489,0.14464978325897804,-0.011322275124834635,0.0031854692276237495,0.016868996945640702,0.018069842298097827,,,1.16,1.19,0.02586206896551735,0.01771493153205239,0.008147137433464957,1.16,1.17
2011-12-01,1.16,1.17,1.16,1.17,903960,0.01739130434782621,0.0,0.008620689655172376,0.026315789473684292,0.07339449541284382,-0.025000000000000022,1.156,1.125,,1.1488331439589163,1.1616855933696246,-0.012852449410708289,-0.023704266889644623,0.010851817478936335,-0.010984999496331872,0.00927505767430456,29.799138424069497,1.125,0.03790570016848588,1.2008114003369719,1.0491885996630281,0.1347758228212833,0.7967891359345741,0.03934678996390557,0.033629735011885105,,15.985729582512276,20.17198276903603,84.61538461538458,79.85347985347983,1175290.0,-2219222.0,0.3500308346544319,-0.20371825855249337,-0.8038863880912412,934880.0,-0.09610040810707582,0.9669262365223344,0.008547008547008555,0.040000000000000036,,3.0,12.0,0.0,0.0,380.47,380.1,-0.0015498174367595263,-0.004400440044004306,-0.06938595632161393,0.1436391888666301,0.018941121784585735,0.030716229517688598,0.044385956321613906,0.047695343330702356,,,1.17,1.18,0.008547008547008517,0.001863908432216732,0.0066831001147917846,1.17,1.17
2011-12-02,1.17,1.17,1.16,1.17,505490,0.0,0.01739130434782621,0.0,0.03539823008849563,0.06363636363636349,-0.008474576271186418,1.164,1.1245,,1.1520895833498523,1.162301475342245,-0.010211891992392585,-0.021005791910194218,0.010793899917801632,-0.008728112814010758,0.009225555485300541,29.799138424069497,1.1245,0.037201443095947834,1.1989028861918958,1.0500971138081043,0.1323306112794944,0.8057677082757841,0.037250590680769455,0.03183811169296535,,15.679200798282347,19.785181946353283,84.61538461538458,79.48717948717945,1175290.0,-2013808.0,0.34512308829433996,-0.3186168322226932,-0.6160196474811814,935961.5,-1.3444522860507637,0.5400756334528717,0.008547008547008555,0.040462427745664664,,4.0,12.0,0.017094017094017033,1.0,380.92,383.88,0.009944751381215422,0.00138254858484399,-0.06500718513286408,0.1483704642187704,-0.009944751381215422,0.03401568150365164,0.05653260886167766,0.06046314791168861,,,1.17,1.15,-0.017094017094017144,-0.022445700067388885,0.005351682973371741,1.17,1.19
2011-12-05,1.17,1.2,1.17,1.19,915680,0.017094017094017033,0.017094017094017033,0.034782608695652195,0.02586206896551735,0.043859649122807154,0.053097345132743445,1.17,1.1275,,1.1579219551421827,1.164353217909486,-0.006431262767303325,-0.01809088608161604,0.011659623314312716,-0.005404422493532206,0.009798002785136737,33.752209229010944,1.1275,0.039983549248738634,1.2074670984974771,1.0475329015025228,0.1418485117471879,0.8907857179660693,0.03673269134642878,0.030867807854141834,,20.598182235192237,18.630983413590634,92.85714285714285,87.36263736263736,2090970.0,-1704672.5,0.31167638432385597,-0.3219336843493584,-0.5874626580322834,923808.0,-0.025732432475585806,0.991201634971769,0.02521008403361347,0.055432372505543226,,0.0,12.0,-0.01680672268907568,0.0,385.82,391.19,0.019042409086172718,0.020557773081839814,-0.047086621845464305,0.1681188812673671,-0.0019483919921556847,0.0053042958836775345,0.10018396697820775,0.10513439025510318,,,1.19,1.16,-0.025210084033613467,-0.04726848090982938,0.022058396876215913,1.19,1.17
2011-12-06,1.19,1.19,1.17,1.17,709500,-0.01680672268907568,0.0,0.0,0.0,0.0,0.06363636363636349,1.17,1.131,,1.159780115889539,1.1647714980643389,-0.004991382174799774,-0.01547098530025279,0.010479603125453015,-0.004266138610939978,0.00895692574825044,31.82241933132225,1.131,0.04050990781992648,1.212019815639853,1.049980184360147,0.1432711151898372,0.7406818609249968,0.03553749910739815,0.030373930861024065,,19.77015619619679,17.882036772455077,78.57142857142854,85.34798534798533,1381470.0,-1375737.5,0.30126500877341245,-0.29058022176421144,-0.45618411798846425,904008.5,-0.6149710778154801,0.7848377531848428,0.01709401709401711,0.0344827586206895,,1.0,12.0,-0.008333333333333304,0.0,393.92,390.2,-0.0025307395383318276,0.019065030033951436,-0.04503181595692618,0.16789826793176457,-0.014275983150743854,-0.019065030033951436,0.10866817959328967,0.11379246074274252,,,1.2,1.15,-0.04166666666666674,-0.0447128356674803,0.003046169000813559,1.2,1.19
2011-12-07,1.2,1.21,1.16,1.19,1243680,0.017094017094017033,0.0,0.017094017094017033,0.034782608695652195,0.017094017094017033,0.12264150943396213,1.178,1.1375,,1.16442932882961,1.166640275985499,-0.002210947155889098,-0.012818977671380051,0.010608030515490953,-0.001857938786461427,0.008914311357555422,35.77685124068894,1.1375,0.03891623933797462,1.2153324786759492,1.0596675213240507,0.13684831415551513,0.8372628039933081,0.036570534885441146,0.030731541920538778,42.32583911686728,21.745775157821626,16.135701444176703,86.66666666666664,86.03174603174602,2625150.0,-947593.5,0.26566779794400813,-0.15165769222603437,-0.7688048969447596,929167.5,0.9750851219911867,1.338488485660551,0.042016806722689114,0.04615384615384621,,2.0,12.0,-0.01666666666666672,0.0,389.15,387.21,-0.007662737057919089,0.017126796080800588,-0.04437424418174196,0.1675865752466164,0.024756754151936122,0.017655812614851607,0.1670157536157041,0.17477108857608825,,,1.2,1.14,-0.050000000000000044,-0.050307477649733756,0.0003074776497337117,1.2,1.18
2011-12-08,1.2,1.2,1.18,1.18,381970,-0.008403361344537785,0.008547008547008517,-0.008403361344537785,0.008547008547008517,0.03508771929824572,0.09259259259259256,1.18,1.1424999999999998,,1.1668248167019777,1.1676298851717584,-0.0008050684697806787,-0.010416195831060177,0.009611127361279498,-0.0006822614150683718,0.008145023187524999,34.69331606105928,1.1424999999999998,0.03753945293042761,1.217578905860855,1.0674210941391447,0.13142915686801787,0.7497372568901002,0.03538692525076678,0.02998891970403965,40.36038942199663,20.86789744274862,15.484302604075157,76.92307692307688,80.72039072039068,2243180.0,-601449.0,0.26569420606964533,0.05683906680400405,-0.7886224263313962,885365.0,-1.5036065078734284,0.43142658677494594,0.0169491525423729,0.032822757111597545,,3.0,12.0,-0.025423728813559365,0.0,387.02,381.63,-0.014410784845432678,0.004025256511444253,-0.048375433259357115,0.1708415610568602,0.006007423500894893,0.004521752035564264,0.14096802585194967,0.14813407595683614,,,1.18,1.14,-0.03389830508474578,-0.04406210658833387,0.010163801503588088,1.18,1.15
2011-12-09,1.18,1.18,1.14,1.15,861100,-0.025423728813559365,-0.03361344537815125,-0.017094017094017144,-0.017094017094017144,0.017699115044247815,0.04545454545454519,1.176,1.145,,1.164236383363212,1.1663239677516282,-0.002087584388416275,-0.008750473542531396,0.006662889154115122,-0.0018152907725358914,0.00579381665575228,31.601234844341178,1.145,0.036201192187405605,1.2174023843748112,1.0725976156251888,0.1264670469429016,0.5345292495763398,0.03571643058999773,0.031057765730432813,38.002586014268104,19.198565901571712,22.24515236264084,39.999999999999865,67.86324786324779,1382080.0,-349575.5,0.28047128553742434,0.15020500060814895,-0.7875616634273691,877204.0,-0.04832961371567288,0.9816416705806175,0.03478260869565221,0.004366812227074135,,4.0,12.0,0.01754385964912286,1.0,381.28,377.16,-0.011712915651285183,-0.017505470459518557,-0.04829674489023461,0.17078233438433305,-0.013710813162274182,0.000411453365501413,0.0937512903447798,0.09850895207242605,,,1.14,1.14,0.0,-0.029020876992864264,0.029020876992864264,1.14,1.16
2011-12-12,1.14,1.18,1.14,1.16,640030,0.008695652173912993,-0.016949152542372947,-0.025210084033613467,-0.025210084033613467,0.0,0.06422018348623837,1.17,1.1484999999999999,,1.163584632076564,1.165855525695952,-0.002270893619388037,-0.0074545575579027246,0.005183663938514688,-0.0019576669132655494,0.004468675809064386,33.72174129777338,1.1484999999999999,0.03391552974515867,1.2163310594903172,1.0806689405096825,0.11812113102362616,0.5847694263248362,0.03602239983356933,0.031053792959973563,35.81319713566304,17.675817675842882,20.480761914680052,49.999999999999886,55.64102564102554,2022110.0,-31621.5,0.27792371732597776,0.004069391773912121,-0.7196055186005269,875126.5,-0.7025728121991298,0.7313571237986737,0.03448275862068969,0.010013060513713645,,0.0,12.0,0.0,0.0,376.97,375.3,-0.004931594018453778,-0.040619647741506615,-0.04196661050696893,0.16770822905214008,0.013627246192366771,0.015409563707893148,0.1061867939932073,0.11083830183559562,,,1.15,1.14,-0.008695652173913104,-0.017935901205527904,0.0092402490316148,1.15,1.15
2011-12-13,1.15,1.18,1.15,1.15,648920,-0.008620689655172376,0.0,-0.025423728813559365,-0.017094017094017144,-0.017094017094017144,0.06481481481481466,1.166,1.152,,1.1614946886801696,1.1646810423110667,-0.003186353630897143,-0.006600916772501609,0.003414563141604466,-0.0027707422877366462,0.0029691853405256225,32.63225176128283,1.152,0.029841687549290556,1.211683375098581,1.092316624901419,0.10361697065725871,0.4832449153830817,0.03559222841688581,0.03094976384077027,33.78019317695834,16.611631648520387,19.247702089204008,39.999999999999865,43.3333333333332,1373190.0,270569.0,0.27760190682561126,0.0014930072839775665,-0.7096176390525979,890890.0,-0.7691391274630706,0.7283952003053127,0.026086956521739157,-0.0017361111111111605,,1.0,12.0,-0.008695652173913104,0.0,374.11,371.75,-0.009459099387156944,-0.047283444387493545,-0.041560316600922964,0.1674559527536162,0.0008384097319845685,0.0301894272934764,0.10637513141573762,0.1109878203691248,,,1.15,1.14,-0.008695652173913104,-0.016355077336919877,0.007659425163006772,1.15,1.14
2011-12-14,1.15,1.15,1.12,1.14,1185060,-0.008695652173913104,-0.017241379310344862,-0.008695652173913104,-0.04201680672268915,-0.008695652173913104,0.04587155963302725,1.156,1.1545,,1.158187813498605,1.1628528169546914,-0.004665003456086447,-0.006213734109218577,0.0015487306531321299,-0.004092108294812673,0.0013585356606422192,31.535038323627077,1.1545,0.026252819397462837,1.2070056387949257,1.1019943612050744,0.0909582309136867,0.3619195925162088,0.03519278352996538,0.03087086274558367,32.905738259348155,15.600164240657227,24.16463735330263,29.999999999999844,39.999999999999865,188130.0,465346.5,0.27978861503624625,0.1507371089237914,-0.7659862112971684,901983.0,0.8815133995735741,1.3138385091515028,0.026315789473684043,-0.012559549588566643,,2.0,12.0,-0.008695652173913104,0.0,371.75,367.55,-0.011297915265635505,-0.05077348208982202,-0.05970989280871852,0.16625972664579933,0.002602263091722401,0.008756675367132871,0.10558145244174577,0.11228603984479402,,,1.15,1.15,0.0,0.009831383533805749,-0.009831383533805749,1.15,1.14
2011-12-15,1.15,1.15,1.11,1.14,582760,0.0,-0.008695652173913104,-0.017241379310344862,-0.03389830508474578,-0.02564102564102566,0.04587155963302725,1.1480000000000001,1.157,,1.1553896883449735,1.1611600156987885,-0.005770327353814997,-0.006125052758137861,0.00035472540432286443,-0.005061690661241226,0.00031116263537093374,31.535038323627077,1.157,0.021788456625132433,1.2005769132502648,1.1134230867497352,0.07532742134877235,0.30494258619962233,0.03553615613496784,0.031172066785059512,32.3857542781454,14.345895274110507,24.231801354104263,29.999999999999844,33.33333333333319,188130.0,660124.0,0.27978861503624625,0.1507371089237914,-0.7659862112971684,889459.0,-0.932946512284417,0.6551847808611752,0.03508771929824545,-0.014693171996542853,,3.0,12.0,0.0,0.0,364.14,364.48,-0.008352605087743159,-0.04493881508267161,-0.055408697455035516,0.16346193330542977,0.008352605087743159,0.01104050999792583,0.10128025708806276,0.10722124670763811,,,1.14,1.13,-0.00877192982456143,-0.010977852183220338,0.002205922358658907,1.14,1.14
