symbol,organ_code,current_price,market_cap,issue_share,tag,rating,rating_as_of,organ_name,organ_short_name,com_type_code,com_group_code,sector,average_match_value1_month,average_match_volume1_month,highest_price1_year,lowest_price1_year,foreigner_percentage,maximum_foreign_percentage,state_percentage,analyst,upside_to_target_percent,dividend_per_share_tsr,projected_tsr_percentage,target_price,company_profile,in_cu,icb_code_lv2,icb_code_lv4,free_float,free_float_percentage,listing_date,prev_insight,fund_info,is_bank,listing,bank
PC1,PCC1,20750.0,8534170867250.0,411285343.0,,O-PF,21-Jul-26,Công ty Cổ phần Tập đoàn PC1,Tập đoàn PC1,CT,VNINDEX,Construction & Materials,42735069113.04348,2018348.0,32200.0,16650.0,0.08492071,0.5,0.0,Tuan Do,0.1903614458,0.0,0.1903614458,24700.0,"Được thành lập vào năm 1963, Công ty Cổ phần Tập đoàn PC1 (PC1) là công ty hàng đầu trong xây dựng các nhà máy điện và truyền tải điện. Công ty tham gia trong 3 lĩnh vực kinh doanh chính bao gồm: (i) Xây dựng và lắp đặt nhà máy điện và đường truyền tải điện (ii) Phát triển các cao ốc thương mại (iii) Sản xuất cấu kiện và thiết bị điện. Sau 50 năm hoạt động, công ty đã trở thành một trong những công ty lớn nhất trong lĩnh vực xây dựng nhà máy điện và truyền tải điện. Công ty tham gia vào nhiều dự án trọng điểm quốc gia như giai đoạn 1 và giai đoạn 2 của dự án đường điện 500KV Bắc Nam; dự án đường điện Sơn La - Lai Châu 500KV, trạm biến áp 500KV Phố Nối, đường điện Sơn La - Hòa Bình - Nho Quan 500KV, nhà máy thủy điện Trung Thu. PCC1 cũng đã triển khai nhiều dự án EPC với vai trò nhà tổng thầu và nhà phụ thầu như (i) EPC - đường điện 110KV Bắc Giang - Quảng Châu, (ii) EPC - đường điện 500KV Nhà Bè - Metro City. Ngày 16/11/2016, công ty chính thức được niêm yết trên Sở Giao dịch Chứng khoán Thành phố Hồ Chí Minh (HOSE).",True,2300,2357,246771205,0.5999999981,2016-11-16T00:00:00,"{'targetPrice': 30500.0, 'rating': 'U-R', 'ratingAsOf': '18-May-26', 'analyst': 'Tuan Do', 'version': '20260721'}",,False,True,False
