entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-10-25,2023-10-31,42.9,38.11,2300,4,-11017000.0,-11477299.0,-0.11608787087829003,fixed_horizon_exit
2023-11-27,2023-12-01,45.07,49.95,1900,4,9272000.0,8816019.0,0.10274569565107637,fixed_horizon_exit
2023-12-04,2023-12-08,49.95,48.03,1900,4,-3648000.0,-4111581.0,-0.04323664982347617,fixed_horizon_exit
2023-12-11,2023-12-15,48.38,44.99,1900,4,-6441000.0,-6881287.0,-0.07471064485332765,fixed_horizon_exit
2023-12-18,2023-12-22,44.81,47.33,1900,4,4788000.0,4347941.0,0.05096680105533187,fixed_horizon_exit
2023-12-25,2023-12-29,47.33,45.94,1900,4,-2641000.0,-3082712.0,-0.03421173710048738,fixed_horizon_exit
2024-01-05,2024-01-11,45.68,44.9,1900,4,-1482000.0,-1911514.0,-0.021980120319780753,fixed_horizon_exit
2024-01-23,2024-01-29,44.38,46.38,1900,4,3800000.0,3366990.0,0.03985044781999768,fixed_horizon_exit
2024-02-15,2024-02-21,45.33,48.21,1900,4,5472000.0,5024949.0,0.058227027084150694,fixed_horizon_exit
2024-02-22,2024-02-28,48.21,48.21,1900,4,0.0,-457995.0,-0.00499001996007984,fixed_horizon_exit
2024-03-07,2024-03-13,48.47,51.51,1900,4,5776000.0,5298207.0,0.057416217698706154,fixed_horizon_exit
2024-03-25,2024-03-29,50.03,51.08,1900,4,1995000.0,1513730.0,0.01589266001277477,fixed_horizon_exit
2024-04-01,2024-04-05,50.82,48.12,1900,4,-5130000.0,-5597400.0,-0.057853596231386105,fixed_horizon_exit
2024-04-08,2024-04-12,48.21,45.94,1900,4,-4313000.0,-4758056.0,-0.051840728416636964,fixed_horizon_exit
2024-04-15,2024-04-22,45.94,42.72,1900,4,-6118000.0,-6536076.0,-0.0747316859533002,fixed_horizon_exit
2024-04-23,2024-05-02,43.07,44.72,1900,4,3135000.0,2716430.0,0.0331285420799914,fixed_horizon_exit
2024-05-03,2024-05-09,45.07,46.29,1900,4,2318000.0,1882881.0,0.02194390894270921,fixed_horizon_exit
2024-05-10,2024-05-16,47.07,47.86,1800,4,1422000.0,994104.0,0.011709743885926892,fixed_horizon_exit
2024-05-17,2024-05-23,48.29,47.16,1800,4,-2034000.0,-2462508.0,-0.028273541961428148,fixed_horizon_exit
2024-05-24,2024-05-30,47.68,47.77,1800,4,162000.0,-267606.0,-0.0031118551487628768,fixed_horizon_exit
2024-05-31,2024-06-06,47.94,47.68,1700,4,-442000.0,-848164.0,-0.01038640283055083,fixed_horizon_exit
2024-06-07,2024-06-13,47.68,47.42,1700,4,-442000.0,-845954.0,-0.010415829414995512,fixed_horizon_exit
2024-06-14,2024-06-20,47.6,46.64,1700,4,-1632000.0,-2031704.0,-0.02505744812895218,fixed_horizon_exit
2024-06-21,2024-06-27,46.29,45.33,1700,4,-1632000.0,-2020569.0,-0.02562535331152342,fixed_horizon_exit
2024-06-28,2024-07-04,45.33,45.51,1700,4,306000.0,-80223.0,-0.001038954519815432,fixed_horizon_exit
2024-07-05,2024-07-11,45.59,45.77,1700,4,306000.0,-82433.0,-0.0010614874659542507,fixed_horizon_exit
2024-07-12,2024-07-18,45.86,44.72,1700,4,-1938000.0,-2321996.0,-0.029724241007735946,fixed_horizon_exit
2024-07-19,2024-07-25,44.2,42.51,1700,4,-2873000.0,-3240081.0,-0.043034519196900316,fixed_horizon_exit
2024-07-26,2024-08-01,42.68,38.07,1700,4,-7837000.0,-8176269.0,-0.11246415323055857,fixed_horizon_exit
2024-08-02,2024-08-08,36.98,35.59,1800,4,-2502000.0,-2827314.0,-0.04239034100538782,fixed_horizon_exit
2024-08-09,2024-08-15,35.85,37.5,1700,4,2805000.0,2491860.0,0.04080541845179933,fixed_horizon_exit
2024-08-16,2024-08-22,38.29,38.63,1700,4,578000.0,250801.0,0.003845273673076933,fixed_horizon_exit
2024-08-23,2024-08-29,39.07,38.46,1700,4,-1037000.0,-1365984.0,-0.020525113070506033,fixed_horizon_exit
2024-08-30,2024-09-09,37.85,35.68,1700,4,-3689000.0,-3999658.0,-0.062035506266199435,fixed_horizon_exit
2024-09-10,2024-09-16,35.68,36.94,1700,4,2142000.0,1832294.0,0.030147664312630346,fixed_horizon_exit
2024-09-17,2024-09-23,36.72,38.46,1700,4,2958000.0,2637006.0,0.04215914576076605,fixed_horizon_exit
2024-09-24,2024-09-30,38.72,38.42,1600,4,-480000.0,-788320.0,-0.012699291499645337,fixed_horizon_exit
2024-10-31,2024-11-06,36.26,37.96,1700,4,2890000.0,2573120.0,0.04165964816093131,fixed_horizon_exit
2025-04-08,2025-04-14,32.85,36.61,2000,4,7520000.0,7168940.0,0.10889848917082122,fixed_horizon_exit
2025-05-07,2025-05-13,37.55,41.05,1900,4,6650000.0,6273325.0,0.08775391959091139,fixed_horizon_exit
2025-05-14,2025-05-20,41.1,39.71,1900,4,-2641000.0,-3023527.0,-0.03864120906605281,fixed_horizon_exit
2025-05-21,2025-05-27,39.66,40.33,1900,4,1273000.0,892411.0,0.011819276223146245,fixed_horizon_exit
2025-05-28,2025-06-03,41.01,40.74,1900,4,-513000.0,-901056.0,-0.01154092692449775,fixed_horizon_exit
2025-06-12,2025-06-18,39.39,39.35,1900,4,-76000.0,-449977.0,-0.006000438827853306,fixed_horizon_exit
2025-07-04,2025-07-10,40.29,40.83,1900,4,1026000.0,640167.0,0.00834592913948722,fixed_horizon_exit
2025-07-11,2025-07-17,41.59,42.31,1800,4,1296000.0,917802.0,0.012235447354869486,fixed_horizon_exit
2025-07-29,2025-08-04,53.24,49.03,1400,4,-5894000.0,-6248998.0,-0.08367131252146345,fixed_horizon_exit
2025-09-08,2025-09-12,51.09,53.42,1400,4,3262000.0,2894584.0,0.04038819991647162,fixed_horizon_exit
