date,prediction,entry_margin,action,position_shares,sell_eligible,holding_sessions,transaction_cost_value,transaction_cost,equity_curve,gross_equity_curve,net_strategy_return,realized_trade_return
2026-02-02,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-03,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-04,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-05,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-06,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-09,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-10,0.009852922521531582,0.005,HOLD,0,False,0,0.0,0.0,1.0,1.0,0.0,
2026-02-11,0.011354307644069195,0.005,BUY,4400,False,0,195536.0,0.00195536,1.00200464,1.00396,0.002004640000000002,
2026-02-12,0.011354307644069195,0.005,HOLD,4400,False,1,0.0,0.0,1.01256464,1.01452,0.010538873352921696,
2026-02-13,0.010891446843743324,0.005,HOLD,4400,True,2,0.0,0.0,1.02092464,1.02288,0.008256263027316413,
2026-02-23,0.010891446843743324,0.005,HOLD,4400,True,3,0.0,0.0,1.02268464,1.02464,0.0017239274389537762,
2026-02-24,0.0032964248675853014,0.005,SELL,0,True,0,301356.0,0.00301356,1.02187108,1.02684,-0.0007955140501572089,0.022325735567568734
2026-02-25,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-02-26,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-02-27,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-02,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-03,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-04,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-05,0.0032964248675853014,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-06,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-09,0.0014202520251274109,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-10,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-11,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-12,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-13,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
2026-03-16,0.0037592854350805283,0.005,HOLD,0,False,0,0.0,0.0,1.02187108,1.02684,0.0,
