date,p10,p25,p50,p75,p90,prob_end_above_latest,latest_close
2026-08-14,71.83922861015535,72.6658357970569,73.48211045836139,74.47924418191201,75.75820451066944,0.4539,73.6
2026-08-17,70.706702767691,72.23173400090899,73.3484927165104,74.86726411979633,76.78154143617778,0.47635,73.6
2026-08-18,70.5658110272777,71.95726618365163,73.415817215514,75.15046829085944,77.28278008201613,0.46315,73.6
2026-08-19,70.0017641164213,71.72366020272295,73.38507550291152,75.506033226814,77.97826293290018,0.4548,73.6
2026-08-20,69.99465093009024,71.58977203394046,73.2649481660812,75.6514702474723,78.37388009440645,0.46205,73.6
2026-08-21,69.19032768512047,71.25627031531695,73.37259021034214,75.94237552497705,78.58892802463582,0.47465,73.6
2026-08-24,68.6409891438222,70.92015642361437,73.4005090689962,76.22467086716415,79.0023267588152,0.4797,73.6
2026-08-25,68.23518191943015,70.73004360100184,73.38488420630162,76.37734593954103,79.30689751612368,0.47935,73.6
2026-08-26,67.91141121117508,70.6207272982063,73.38033725483052,76.55603028349651,79.58016124133333,0.4807,73.6
2026-08-27,67.71959068651807,70.46243668762594,73.36741222492307,76.67078366134942,79.82530564032702,0.47895,73.6
2026-08-28,67.28168676705815,70.22252865213723,73.30758804135489,76.78102439770228,80.25333551582813,0.47735,73.6
2026-09-03,66.87584677327541,69.96199065599478,73.28079058633497,76.96907662774701,80.6519570777988,0.47525,73.6
2026-09-04,66.66179793996427,69.85808827077284,73.35247734778207,77.14246752545047,80.87270566380919,0.4797,73.6
2026-09-07,66.43623021857832,69.74069408150343,73.3300719335929,77.23994476768831,81.07850858967751,0.4799,73.6
2026-09-08,66.30083750237435,69.65699754795534,73.32835008132271,77.27878021241277,81.26415861521758,0.4809,73.6
2026-09-09,65.9214641245788,69.48188387750373,73.3369149274018,77.44092466413333,81.53270837443714,0.4824,73.6
2026-09-10,65.60021351149817,69.33347376899414,73.2869197754705,77.61540250861209,81.92732950783046,0.47885,73.6
2026-09-11,65.43022924488979,69.16037268888397,73.25756052186733,77.78600075257143,82.20488568649318,0.47945,73.6
2026-09-14,65.27028337831428,69.04856142188302,73.29992367377383,77.81758180064963,82.37685662377525,0.47955,73.6
2026-09-15,65.097314516259,69.03495504069197,73.21928599875697,77.90196694331252,82.53942179865537,0.4788,73.6
