entry_date,exit_date,entry_price,exit_price,shares,holding_sessions,gross_pnl,net_pnl,net_return,exit_reason
2023-06-15,2023-06-21,38.5,38.1,2500,4,-1000000.0,-1478250.0,-0.01532778598646862,fixed_horizon_exit
2023-06-22,2023-06-28,38.1,38.1,2500,4,0.0,-476250.0,-0.00499001996007984,fixed_horizon_exit
2023-06-30,2023-07-06,38.1,37.8,2500,4,-750000.0,-1224000.0,-0.012824744212362677,fixed_horizon_exit
2023-07-27,2023-08-02,38.9,39.05,2400,4,360000.0,-107880.0,-0.0011532205511855466,fixed_horizon_exit
2023-08-03,2023-08-09,39.05,38.95,2400,4,-240000.0,-707880.0,-0.007538060882077075,fixed_horizon_exit
2023-12-13,2023-12-19,39.0,39.35,2400,4,840000.0,369480.0,0.003939556783868161,fixed_horizon_exit
2025-01-02,2025-01-08,38.55,38.6,2400,4,120000.0,-342960.0,-0.0036994752388866885,fixed_horizon_exit
2025-02-03,2025-02-07,39.1,39.4,2400,4,720000.0,248640.0,0.0026443277128607237,fixed_horizon_exit
2025-02-12,2025-02-18,39.4,39.25,2400,4,-360000.0,-831720.0,-0.008778129021145525,fixed_horizon_exit
2025-03-04,2025-03-10,39.35,39.0,2400,4,-840000.0,-1309680.0,-0.013840172260307846,fixed_horizon_exit
2025-03-27,2025-04-02,38.65,38.45,2400,4,-480000.0,-942360.0,-0.010138842625228198,fixed_horizon_exit
2025-05-05,2025-05-09,38.65,38.75,2400,4,240000.0,-224520.0,-0.0024156086275056612,fixed_horizon_exit
2025-05-12,2025-05-16,38.6,38.7,2400,4,240000.0,-223920.0,-0.002412273897800254,fixed_horizon_exit
2025-06-06,2025-06-12,38.8,38.7,2300,4,-230000.0,-675510.0,-0.0075544786715229335,fixed_horizon_exit
